instance_id,Plasticity.lambda_plus,Plasticity.lambda_minus,Plasticity.lambda_h,Experiment.id,error_last,error_running-avg-0.5,false_positive_last,false_positive_running-avg-0.5,false_negative_last,false_negative_running-avg-0.5,active_somas_last,active_somas_running-avg-0.5,time_finished
701,0.09,0.004,0.02,bss2-lambda,0.0,0.08,0.0,0.0,0.0,0.08,3.667,5.393,18.04.24 - 15:37
702,0.09,0.004,0.022000000000000002,bss2-lambda,0.0,0.073,0.0,0.0,0.0,0.073,3.667,5.16,18.04.24 - 15:37
703,0.09,0.004,0.024,bss2-lambda,0.0,0.053,0.0,0.0,0.0,0.053,3.667,4.78,18.04.24 - 15:37
704,0.09999999999999999,0.0005,0.004,bss2-lambda,0.333,0.293,0.333,0.293,0.0,0.0,4.833,5.033,18.04.24 - 15:38
705,0.09999999999999999,0.0005,0.006,bss2-lambda,0.333,0.307,0.333,0.307,0.0,0.0,4.833,4.967,18.04.24 - 15:38
706,0.09999999999999999,0.0005,0.008,bss2-lambda,0.333,0.327,0.333,0.327,0.0,0.0,4.833,4.9,18.04.24 - 15:38
707,0.09999999999999999,0.0005,0.01,bss2-lambda,0.333,0.327,0.333,0.327,0.0,0.0,4.833,4.9,18.04.24 - 15:39
708,0.09999999999999999,0.0005,0.012,bss2-lambda,0.0,0.013,0.0,0.013,0.0,0.0,3.667,3.853,18.04.24 - 15:39
709,0.09999999999999999,0.0005,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:39
710,0.09999999999999999,0.0005,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:39
711,0.09999999999999999,0.0005,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:40
712,0.09999999999999999,0.0005,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:40
713,0.09999999999999999,0.0005,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:40
714,0.09999999999999999,0.0005,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:41
715,0.09999999999999999,0.001,0.004,bss2-lambda,0.333,0.253,0.333,0.253,0.0,0.0,4.833,5.407,18.04.24 - 15:41
716,0.09999999999999999,0.001,0.006,bss2-lambda,0.333,0.267,0.333,0.267,0.0,0.0,4.833,5.18,18.04.24 - 15:41
717,0.09999999999999999,0.001,0.008,bss2-lambda,0.333,0.273,0.333,0.273,0.0,0.0,4.833,5.18,18.04.24 - 15:41
718,0.09999999999999999,0.001,0.01,bss2-lambda,0.333,0.3,0.333,0.3,0.0,0.0,4.833,4.967,18.04.24 - 15:42
719,0.09999999999999999,0.001,0.012,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 15:42
720,0.09999999999999999,0.001,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 15:42
721,0.09999999999999999,0.001,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:43
722,0.09999999999999999,0.001,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:43
723,0.09999999999999999,0.001,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:43
724,0.09999999999999999,0.001,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:44
725,0.09999999999999999,0.001,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:44
726,0.09999999999999999,0.0015,0.004,bss2-lambda,0.333,0.2,0.333,0.187,0.0,0.013,5.0,6.1,18.04.24 - 15:44
727,0.09999999999999999,0.0015,0.006,bss2-lambda,0.333,0.227,0.333,0.22,0.0,0.007,4.833,5.627,18.04.24 - 15:44
728,0.09999999999999999,0.0015,0.008,bss2-lambda,0.333,0.22,0.333,0.22,0.0,0.0,5.167,5.967,18.04.24 - 15:45
729,0.09999999999999999,0.0015,0.01,bss2-lambda,0.333,0.24,0.333,0.24,0.0,0.0,4.833,5.407,18.04.24 - 15:45
730,0.09999999999999999,0.0015,0.012,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 15:45
731,0.09999999999999999,0.0015,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 15:45
732,0.09999999999999999,0.0015,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 15:46
733,0.09999999999999999,0.0015,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 15:46
734,0.09999999999999999,0.0015,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:46
735,0.09999999999999999,0.0015,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:47
736,0.09999999999999999,0.0015,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:47
737,0.09999999999999999,0.002,0.004,bss2-lambda,0.333,0.2,0.333,0.173,0.0,0.027,5.167,6.413,18.04.24 - 15:47
738,0.09999999999999999,0.002,0.006,bss2-lambda,0.333,0.2,0.333,0.18,0.0,0.02,5.167,6.287,18.04.24 - 15:48
739,0.09999999999999999,0.002,0.008,bss2-lambda,0.333,0.167,0.333,0.147,0.0,0.02,5.0,6.287,18.04.24 - 15:48
740,0.09999999999999999,0.002,0.01,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,3.667,4.34,18.04.24 - 15:48
741,0.09999999999999999,0.002,0.012,bss2-lambda,0.0,0.013,0.0,0.0,0.0,0.013,3.667,4.107,18.04.24 - 15:48
742,0.09999999999999999,0.002,0.014,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.033,18.04.24 - 15:49
743,0.09999999999999999,0.002,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.96,18.04.24 - 15:49
744,0.09999999999999999,0.002,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 15:49
745,0.09999999999999999,0.002,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 15:49
746,0.09999999999999999,0.002,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 15:50
747,0.09999999999999999,0.002,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 15:50
748,0.09999999999999999,0.0025,0.004,bss2-lambda,0.0,0.127,0.0,0.06,0.0,0.067,4.667,6.6,18.04.24 - 15:50
749,0.09999999999999999,0.0025,0.006,bss2-lambda,0.167,0.153,0.167,0.093,0.0,0.06,4.667,6.38,18.04.24 - 15:51
750,0.09999999999999999,0.0025,0.008,bss2-lambda,0.167,0.1,0.167,0.067,0.0,0.033,4.667,6.167,18.04.24 - 15:51
751,0.09999999999999999,0.0025,0.01,bss2-lambda,0.0,0.033,0.0,0.0,0.0,0.033,3.667,4.613,18.04.24 - 15:51
752,0.09999999999999999,0.0025,0.012,bss2-lambda,0.0,0.027,0.0,0.0,0.0,0.027,3.667,4.253,18.04.24 - 15:51
753,0.09999999999999999,0.0025,0.014,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,3.667,4.413,18.04.24 - 15:52
754,0.09999999999999999,0.0025,0.016,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,3.667,4.18,18.04.24 - 15:52
755,0.09999999999999999,0.0025,0.018000000000000002,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.107,18.04.24 - 15:52
756,0.09999999999999999,0.0025,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,4.033,18.04.24 - 15:53
757,0.09999999999999999,0.0025,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 15:53
758,0.09999999999999999,0.0025,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 15:53
759,0.09999999999999999,0.003,0.004,bss2-lambda,0.0,0.12,0.0,0.0,0.0,0.12,4.167,7.007,18.04.24 - 15:53
760,0.09999999999999999,0.003,0.006,bss2-lambda,0.0,0.08,0.0,0.0,0.0,0.08,5.0,6.687,18.04.24 - 15:54
761,0.09999999999999999,0.003,0.008,bss2-lambda,0.0,0.14,0.0,0.053,0.0,0.087,4.667,6.607,18.04.24 - 15:54
762,0.09999999999999999,0.003,0.01,bss2-lambda,0.0,0.053,0.0,0.0,0.0,0.053,3.667,5.06,18.04.24 - 15:54
763,0.09999999999999999,0.003,0.012,bss2-lambda,0.0,0.047,0.0,0.0,0.0,0.047,3.667,4.96,18.04.24 - 15:55
764,0.09999999999999999,0.003,0.014,bss2-lambda,0.0,0.04,0.0,0.0,0.0,0.04,3.667,4.733,18.04.24 - 15:55
765,0.09999999999999999,0.003,0.016,bss2-lambda,0.0,0.033,0.0,0.0,0.0,0.033,3.667,4.487,18.04.24 - 15:55
766,0.09999999999999999,0.003,0.018000000000000002,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,3.667,4.253,18.04.24 - 15:55
767,0.09999999999999999,0.003,0.02,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,3.667,4.18,18.04.24 - 15:56
768,0.09999999999999999,0.003,0.022000000000000002,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.107,18.04.24 - 15:56
769,0.09999999999999999,0.003,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,4.033,18.04.24 - 15:56
770,0.09999999999999999,0.0035,0.004,bss2-lambda,0.0,0.193,0.0,0.0,0.0,0.193,4.333,7.76,18.04.24 - 15:57
771,0.09999999999999999,0.0035,0.006,bss2-lambda,0.0,0.12,0.0,0.0,0.0,0.12,4.333,6.8,18.04.24 - 15:57
772,0.09999999999999999,0.0035,0.008,bss2-lambda,0.0,0.093,0.0,0.0,0.0,0.093,5.0,7.007,18.04.24 - 15:57
773,0.09999999999999999,0.0035,0.01,bss2-lambda,0.0,0.093,0.0,0.0,0.0,0.093,3.667,5.827,18.04.24 - 15:57
774,0.09999999999999999,0.0035,0.012,bss2-lambda,0.0,0.073,0.0,0.0,0.0,0.073,3.667,5.667,18.04.24 - 15:58
775,0.09999999999999999,0.0035,0.014,bss2-lambda,0.0,0.067,0.0,0.0,0.0,0.067,3.667,5.267,18.04.24 - 15:58
776,0.09999999999999999,0.0035,0.016,bss2-lambda,0.0,0.053,0.0,0.0,0.0,0.053,3.667,5.113,18.04.24 - 15:58
777,0.09999999999999999,0.0035,0.018000000000000002,bss2-lambda,0.0,0.047,0.0,0.0,0.0,0.047,3.667,4.713,18.04.24 - 15:58
778,0.09999999999999999,0.0035,0.02,bss2-lambda,0.0,0.033,0.0,0.0,0.0,0.033,3.667,4.327,18.04.24 - 15:59
779,0.09999999999999999,0.0035,0.022000000000000002,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,3.667,4.253,18.04.24 - 15:59
780,0.09999999999999999,0.0035,0.024,bss2-lambda,0.0,0.013,0.0,0.0,0.0,0.013,3.667,4.107,18.04.24 - 15:59
781,0.09999999999999999,0.004,0.004,bss2-lambda,0.0,0.28,0.0,0.0,0.0,0.28,5.833,8.253,18.04.24 - 16:00
782,0.09999999999999999,0.004,0.006,bss2-lambda,0.0,0.26,0.0,0.0,0.0,0.26,5.833,7.96,18.04.24 - 16:00
783,0.09999999999999999,0.004,0.008,bss2-lambda,0.0,0.167,0.0,0.0,0.0,0.167,5.5,7.013,18.04.24 - 16:00
784,0.09999999999999999,0.004,0.01,bss2-lambda,0.0,0.147,0.0,0.0,0.0,0.147,3.667,6.593,18.04.24 - 16:00
785,0.09999999999999999,0.004,0.012,bss2-lambda,0.0,0.1,0.0,0.0,0.0,0.1,3.667,5.967,18.04.24 - 16:01
786,0.09999999999999999,0.004,0.014,bss2-lambda,0.0,0.087,0.0,0.0,0.0,0.087,3.667,5.733,18.04.24 - 16:01
787,0.09999999999999999,0.004,0.016,bss2-lambda,0.0,0.08,0.0,0.0,0.0,0.08,3.667,5.58,18.04.24 - 16:01
788,0.09999999999999999,0.004,0.018000000000000002,bss2-lambda,0.0,0.067,0.0,0.0,0.0,0.067,3.667,5.253,18.04.24 - 16:02
789,0.09999999999999999,0.004,0.02,bss2-lambda,0.0,0.053,0.0,0.0,0.0,0.053,3.667,4.86,18.04.24 - 16:02
790,0.09999999999999999,0.004,0.022000000000000002,bss2-lambda,0.0,0.04,0.0,0.0,0.0,0.04,3.667,4.553,18.04.24 - 16:02
791,0.09999999999999999,0.004,0.024,bss2-lambda,0.0,0.033,0.0,0.0,0.0,0.033,3.667,4.56,18.04.24 - 16:02
792,0.10999999999999999,0.0005,0.004,bss2-lambda,0.333,0.313,0.333,0.313,0.0,0.0,4.833,4.9,18.04.24 - 16:03
793,0.10999999999999999,0.0005,0.006,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:03
794,0.10999999999999999,0.0005,0.008,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:03
795,0.10999999999999999,0.0005,0.01,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:04
796,0.10999999999999999,0.0005,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:04
797,0.10999999999999999,0.0005,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:04
798,0.10999999999999999,0.0005,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:04
799,0.10999999999999999,0.0005,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:05
800,0.10999999999999999,0.0005,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:05
801,0.10999999999999999,0.0005,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:05
802,0.10999999999999999,0.0005,0.024,bss2-lambda,0.167,0.013,0.167,0.013,0.0,0.0,3.667,3.667,18.04.24 - 16:06
803,0.10999999999999999,0.001,0.004,bss2-lambda,0.333,0.273,0.333,0.273,0.0,0.0,5.167,5.5,18.04.24 - 16:06
804,0.10999999999999999,0.001,0.006,bss2-lambda,0.333,0.28,0.333,0.28,0.0,0.0,5.167,5.433,18.04.24 - 16:06
805,0.10999999999999999,0.001,0.008,bss2-lambda,0.333,0.307,0.333,0.307,0.0,0.0,4.833,4.9,18.04.24 - 16:06
806,0.10999999999999999,0.001,0.01,bss2-lambda,0.333,0.32,0.333,0.32,0.0,0.0,4.833,4.833,18.04.24 - 16:07
807,0.10999999999999999,0.001,0.012,bss2-lambda,0.0,0.053,0.0,0.053,0.0,0.0,4.333,4.447,18.04.24 - 16:07
808,0.10999999999999999,0.001,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:07
809,0.10999999999999999,0.001,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:08
810,0.10999999999999999,0.001,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:08
811,0.10999999999999999,0.001,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:08
812,0.10999999999999999,0.001,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:08
813,0.10999999999999999,0.001,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:09
814,0.10999999999999999,0.0015,0.004,bss2-lambda,0.333,0.28,0.333,0.28,0.0,0.0,4.833,5.113,18.04.24 - 16:09
815,0.10999999999999999,0.0015,0.006,bss2-lambda,0.333,0.28,0.333,0.28,0.0,0.0,4.833,5.033,18.04.24 - 16:09
816,0.10999999999999999,0.0015,0.008,bss2-lambda,0.333,0.253,0.333,0.253,0.0,0.0,5.0,5.413,18.04.24 - 16:10
817,0.10999999999999999,0.0015,0.01,bss2-lambda,0.333,0.267,0.333,0.267,0.0,0.0,5.167,5.5,18.04.24 - 16:10
818,0.10999999999999999,0.0015,0.012,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 16:10
819,0.10999999999999999,0.0015,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:11
820,0.10999999999999999,0.0015,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:11
821,0.10999999999999999,0.0015,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:11
822,0.10999999999999999,0.0015,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:11
823,0.10999999999999999,0.0015,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:12
824,0.10999999999999999,0.0015,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:12
825,0.10999999999999999,0.002,0.004,bss2-lambda,0.333,0.227,0.333,0.22,0.0,0.007,5.167,5.967,18.04.24 - 16:12
826,0.10999999999999999,0.002,0.006,bss2-lambda,0.333,0.22,0.333,0.22,0.0,0.0,5.167,5.967,18.04.24 - 16:13
827,0.10999999999999999,0.002,0.008,bss2-lambda,0.333,0.253,0.333,0.253,0.0,0.0,4.833,5.34,18.04.24 - 16:13
828,0.10999999999999999,0.002,0.01,bss2-lambda,0.333,0.273,0.333,0.273,0.0,0.0,4.833,5.113,18.04.24 - 16:13
829,0.10999999999999999,0.002,0.012,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 16:13
830,0.10999999999999999,0.002,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 16:14
831,0.10999999999999999,0.002,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 16:14
832,0.10999999999999999,0.002,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 16:14
833,0.10999999999999999,0.002,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:15
834,0.10999999999999999,0.002,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:15
835,0.10999999999999999,0.002,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:15
836,0.10999999999999999,0.0025,0.004,bss2-lambda,0.167,0.16,0.167,0.133,0.0,0.027,4.667,5.867,18.04.24 - 16:15
837,0.10999999999999999,0.0025,0.006,bss2-lambda,0.167,0.153,0.167,0.133,0.0,0.02,4.667,5.793,18.04.24 - 16:16
838,0.10999999999999999,0.0025,0.008,bss2-lambda,0.167,0.147,0.167,0.133,0.0,0.013,4.667,5.573,18.04.24 - 16:16
839,0.10999999999999999,0.0025,0.01,bss2-lambda,0.167,0.16,0.167,0.153,0.0,0.007,4.667,5.493,18.04.24 - 16:16
840,0.10999999999999999,0.0025,0.012,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.033,18.04.24 - 16:17
841,0.10999999999999999,0.0025,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.96,18.04.24 - 16:17
842,0.10999999999999999,0.0025,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 16:17
843,0.10999999999999999,0.0025,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 16:17
844,0.10999999999999999,0.0025,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 16:18
845,0.10999999999999999,0.0025,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 16:18
846,0.10999999999999999,0.0025,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:18
847,0.10999999999999999,0.003,0.004,bss2-lambda,0.0,0.067,0.0,0.0,0.0,0.067,4.167,6.06,18.04.24 - 16:19
848,0.10999999999999999,0.003,0.006,bss2-lambda,0.167,0.113,0.167,0.047,0.0,0.067,5.0,7.0,18.04.24 - 16:19
849,0.10999999999999999,0.003,0.008,bss2-lambda,0.167,0.127,0.167,0.087,0.0,0.04,4.667,5.92,18.04.24 - 16:19
850,0.10999999999999999,0.003,0.01,bss2-lambda,0.167,0.113,0.167,0.087,0.0,0.027,4.667,5.78,18.04.24 - 16:19
851,0.10999999999999999,0.003,0.012,bss2-lambda,0.0,0.027,0.0,0.0,0.0,0.027,3.667,4.413,18.04.24 - 16:20
852,0.10999999999999999,0.003,0.014,bss2-lambda,0.0,0.013,0.0,0.0,0.0,0.013,3.667,4.18,18.04.24 - 16:20
853,0.10999999999999999,0.003,0.016,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.107,18.04.24 - 16:20
854,0.10999999999999999,0.003,0.018000000000000002,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.033,18.04.24 - 16:21
855,0.10999999999999999,0.003,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.96,18.04.24 - 16:21
856,0.10999999999999999,0.003,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 16:21
857,0.10999999999999999,0.003,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 16:21
858,0.10999999999999999,0.0035,0.004,bss2-lambda,0.0,0.1,0.0,0.0,0.0,0.1,4.167,6.48,18.04.24 - 16:22
859,0.10999999999999999,0.0035,0.006,bss2-lambda,0.0,0.087,0.0,0.007,0.0,0.08,4.667,6.5,18.04.24 - 16:22
860,0.10999999999999999,0.0035,0.008,bss2-lambda,0.0,0.107,0.0,0.027,0.0,0.08,4.667,6.353,18.04.24 - 16:22
861,0.10999999999999999,0.0035,0.01,bss2-lambda,0.0,0.08,0.0,0.02,0.0,0.06,3.667,5.693,18.04.24 - 16:23
862,0.10999999999999999,0.0035,0.012,bss2-lambda,0.0,0.04,0.0,0.0,0.0,0.04,3.667,4.8,18.04.24 - 16:23
863,0.10999999999999999,0.0035,0.014,bss2-lambda,0.0,0.04,0.0,0.0,0.0,0.04,3.667,4.74,18.04.24 - 16:23
864,0.10999999999999999,0.0035,0.016,bss2-lambda,0.0,0.027,0.0,0.0,0.0,0.027,3.667,4.327,18.04.24 - 16:23
865,0.10999999999999999,0.0035,0.018000000000000002,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,3.667,4.26,18.04.24 - 16:24
866,0.10999999999999999,0.0035,0.02,bss2-lambda,0.0,0.013,0.0,0.0,0.0,0.013,3.667,4.107,18.04.24 - 16:24
867,0.10999999999999999,0.0035,0.022000000000000002,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.033,18.04.24 - 16:24
868,0.10999999999999999,0.0035,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 16:25
869,0.10999999999999999,0.004,0.004,bss2-lambda,0.0,0.153,0.0,0.0,0.0,0.153,4.167,7.047,18.04.24 - 16:25
870,0.10999999999999999,0.004,0.006,bss2-lambda,0.0,0.107,0.0,0.0,0.0,0.107,4.5,6.607,18.04.24 - 16:25
871,0.10999999999999999,0.004,0.008,bss2-lambda,0.0,0.087,0.0,0.0,0.0,0.087,4.333,6.347,18.04.24 - 16:25
872,0.10999999999999999,0.004,0.01,bss2-lambda,0.0,0.073,0.0,0.0,0.0,0.073,3.667,5.42,18.04.24 - 16:26
873,0.10999999999999999,0.004,0.012,bss2-lambda,0.0,0.06,0.0,0.0,0.0,0.06,3.667,5.107,18.04.24 - 16:26
874,0.10999999999999999,0.004,0.014,bss2-lambda,0.0,0.053,0.0,0.0,0.0,0.053,3.667,4.867,18.04.24 - 16:26
875,0.10999999999999999,0.004,0.016,bss2-lambda,0.0,0.04,0.0,0.0,0.0,0.04,3.667,4.633,18.04.24 - 16:26
876,0.10999999999999999,0.004,0.018000000000000002,bss2-lambda,0.0,0.04,0.0,0.0,0.0,0.04,3.667,4.8,18.04.24 - 16:27
877,0.10999999999999999,0.004,0.02,bss2-lambda,0.0,0.027,0.0,0.0,0.0,0.027,3.667,4.253,18.04.24 - 16:27
878,0.10999999999999999,0.004,0.022000000000000002,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,3.667,4.18,18.04.24 - 16:27
879,0.10999999999999999,0.004,0.024,bss2-lambda,0.0,0.013,0.0,0.0,0.0,0.013,3.667,4.107,18.04.24 - 16:28
880,0.11999999999999998,0.0005,0.004,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:28
881,0.11999999999999998,0.0005,0.006,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:28
882,0.11999999999999998,0.0005,0.008,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:28
883,0.11999999999999998,0.0005,0.01,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:29
884,0.11999999999999998,0.0005,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:29
885,0.11999999999999998,0.0005,0.014,bss2-lambda,0.0,0.02,0.0,0.02,0.0,0.0,3.667,4.007,18.04.24 - 16:29
886,0.11999999999999998,0.0005,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:30
887,0.11999999999999998,0.0005,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:30
888,0.11999999999999998,0.0005,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:30
889,0.11999999999999998,0.0005,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:30
890,0.11999999999999998,0.0005,0.024,bss2-lambda,0.167,0.007,0.167,0.007,0.0,0.0,3.667,3.667,18.04.24 - 16:31
891,0.11999999999999998,0.001,0.004,bss2-lambda,0.333,0.327,0.333,0.327,0.0,0.0,4.833,4.833,18.04.24 - 16:31
