instance_id,Plasticity.lambda_plus,Plasticity.lambda_minus,Plasticity.lambda_h,Experiment.id,error_last,error_running-avg-0.5,false_positive_last,false_positive_running-avg-0.5,false_negative_last,false_negative_running-avg-0.5,active_somas_last,active_somas_running-avg-0.5,time_finished
1082,0.13999999999999999,0.0015,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:26
1083,0.13999999999999999,0.0015,0.014,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:26
1084,0.13999999999999999,0.0015,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:27
1085,0.13999999999999999,0.0015,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:27
1086,0.13999999999999999,0.0015,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:27
1087,0.13999999999999999,0.0015,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:27
1088,0.13999999999999999,0.0015,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:28
1089,0.13999999999999999,0.002,0.004,bss2-lambda,0.333,0.313,0.333,0.313,0.0,0.0,5.0,5.0,18.04.24 - 17:28
1090,0.13999999999999999,0.002,0.006,bss2-lambda,0.333,0.313,0.333,0.313,0.0,0.0,4.667,4.667,18.04.24 - 17:28
1091,0.13999999999999999,0.002,0.008,bss2-lambda,0.333,0.327,0.333,0.327,0.0,0.0,5.167,5.167,18.04.24 - 17:29
1092,0.13999999999999999,0.002,0.01,bss2-lambda,0.333,0.327,0.333,0.327,0.0,0.0,5.167,5.167,18.04.24 - 17:29
1093,0.13999999999999999,0.002,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,5.167,5.167,18.04.24 - 17:29
1094,0.13999999999999999,0.002,0.014,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:29
1095,0.13999999999999999,0.002,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:30
1096,0.13999999999999999,0.002,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:30
1097,0.13999999999999999,0.002,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:30
1098,0.13999999999999999,0.002,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:31
1099,0.13999999999999999,0.002,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:31
1100,0.13999999999999999,0.0025,0.004,bss2-lambda,0.333,0.327,0.333,0.327,0.0,0.0,4.833,4.833,18.04.24 - 17:31
1101,0.13999999999999999,0.0025,0.006,bss2-lambda,0.333,0.287,0.333,0.287,0.0,0.0,5.0,5.133,18.04.24 - 17:31
1102,0.13999999999999999,0.0025,0.008,bss2-lambda,0.333,0.287,0.333,0.287,0.0,0.0,5.0,5.133,18.04.24 - 17:32
1103,0.13999999999999999,0.0025,0.01,bss2-lambda,0.333,0.313,0.333,0.313,0.0,0.0,5.0,5.0,18.04.24 - 17:32
1104,0.13999999999999999,0.0025,0.012,bss2-lambda,0.333,0.313,0.333,0.313,0.0,0.0,4.667,4.667,18.04.24 - 17:32
1105,0.13999999999999999,0.0025,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:33
1106,0.13999999999999999,0.0025,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:33
1107,0.13999999999999999,0.0025,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:33
1108,0.13999999999999999,0.0025,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:34
1109,0.13999999999999999,0.0025,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:34
1110,0.13999999999999999,0.0025,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:34
1111,0.13999999999999999,0.003,0.004,bss2-lambda,0.333,0.287,0.333,0.287,0.0,0.0,5.0,5.14,18.04.24 - 17:34
1112,0.13999999999999999,0.003,0.006,bss2-lambda,0.333,0.307,0.333,0.307,0.0,0.0,4.833,4.833,18.04.24 - 17:35
1113,0.13999999999999999,0.003,0.008,bss2-lambda,0.333,0.313,0.333,0.313,0.0,0.0,4.833,4.833,18.04.24 - 17:35
1114,0.13999999999999999,0.003,0.01,bss2-lambda,0.333,0.313,0.333,0.313,0.0,0.0,4.833,4.833,18.04.24 - 17:35
1115,0.13999999999999999,0.003,0.012,bss2-lambda,0.333,0.28,0.333,0.28,0.0,0.0,5.0,5.133,18.04.24 - 17:36
1116,0.13999999999999999,0.003,0.014,bss2-lambda,0.0,0.027,0.0,0.027,0.0,0.0,3.667,4.16,18.04.24 - 17:36
1117,0.13999999999999999,0.003,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:36
1118,0.13999999999999999,0.003,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:36
1119,0.13999999999999999,0.003,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:37
1120,0.13999999999999999,0.003,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:37
1121,0.13999999999999999,0.003,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:37
1122,0.13999999999999999,0.0035,0.004,bss2-lambda,0.333,0.167,0.333,0.167,0.0,0.0,4.667,5.047,18.04.24 - 17:38
1123,0.13999999999999999,0.0035,0.006,bss2-lambda,0.333,0.147,0.333,0.147,0.0,0.0,4.667,4.973,18.04.24 - 17:38
1124,0.13999999999999999,0.0035,0.008,bss2-lambda,0.333,0.16,0.333,0.16,0.0,0.0,4.667,4.893,18.04.24 - 17:38
1125,0.13999999999999999,0.0035,0.01,bss2-lambda,0.333,0.293,0.333,0.293,0.0,0.0,5.167,5.233,18.04.24 - 17:38
1126,0.13999999999999999,0.0035,0.012,bss2-lambda,0.333,0.293,0.333,0.293,0.0,0.0,5.0,5.0,18.04.24 - 17:39
1127,0.13999999999999999,0.0035,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:39
1128,0.13999999999999999,0.0035,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:39
1129,0.13999999999999999,0.0035,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:40
1130,0.13999999999999999,0.0035,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:40
1131,0.13999999999999999,0.0035,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:40
1132,0.13999999999999999,0.0035,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:40
1133,0.13999999999999999,0.004,0.004,bss2-lambda,0.167,0.107,0.167,0.093,0.0,0.013,4.833,5.507,18.04.24 - 17:41
1134,0.13999999999999999,0.004,0.006,bss2-lambda,0.167,0.1,0.167,0.093,0.0,0.007,4.667,5.267,18.04.24 - 17:41
1135,0.13999999999999999,0.004,0.008,bss2-lambda,0.167,0.107,0.167,0.107,0.0,0.0,4.667,5.12,18.04.24 - 17:41
1136,0.13999999999999999,0.004,0.01,bss2-lambda,0.167,0.107,0.167,0.107,0.0,0.0,4.667,5.047,18.04.24 - 17:42
1137,0.13999999999999999,0.004,0.012,bss2-lambda,0.167,0.127,0.167,0.127,0.0,0.0,4.667,4.893,18.04.24 - 17:42
1138,0.13999999999999999,0.004,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 17:42
1139,0.13999999999999999,0.004,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 17:42
1140,0.13999999999999999,0.004,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:43
1141,0.13999999999999999,0.004,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:43
1142,0.13999999999999999,0.004,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:43
1143,0.13999999999999999,0.004,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:44
1144,0.14999999999999997,0.0005,0.004,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:44
1145,0.14999999999999997,0.0005,0.006,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:44
1146,0.14999999999999997,0.0005,0.008,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:44
1147,0.14999999999999997,0.0005,0.01,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:45
1148,0.14999999999999997,0.0005,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:45
1149,0.14999999999999997,0.0005,0.014,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:45
1150,0.14999999999999997,0.0005,0.016,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:46
1151,0.14999999999999997,0.0005,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:46
1152,0.14999999999999997,0.0005,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:46
1153,0.14999999999999997,0.0005,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:47
1154,0.14999999999999997,0.0005,0.024,bss2-lambda,0.167,0.013,0.167,0.013,0.0,0.0,3.5,3.66,18.04.24 - 17:47
1155,0.14999999999999997,0.001,0.004,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:47
1156,0.14999999999999997,0.001,0.006,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:47
1157,0.14999999999999997,0.001,0.008,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:48
1158,0.14999999999999997,0.001,0.01,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:48
1159,0.14999999999999997,0.001,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:48
1160,0.14999999999999997,0.001,0.014,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:49
1161,0.14999999999999997,0.001,0.016,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:49
1162,0.14999999999999997,0.001,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:49
1163,0.14999999999999997,0.001,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:49
1164,0.14999999999999997,0.001,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:50
1165,0.14999999999999997,0.001,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:50
1166,0.14999999999999997,0.0015,0.004,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:50
1167,0.14999999999999997,0.0015,0.006,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:51
1168,0.14999999999999997,0.0015,0.008,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:51
1169,0.14999999999999997,0.0015,0.01,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:51
1170,0.14999999999999997,0.0015,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:52
1171,0.14999999999999997,0.0015,0.014,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:52
1172,0.14999999999999997,0.0015,0.016,bss2-lambda,0.0,0.007,0.0,0.007,0.0,0.0,3.667,3.84,18.04.24 - 17:52
1173,0.14999999999999997,0.0015,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:52
1174,0.14999999999999997,0.0015,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:53
1175,0.14999999999999997,0.0015,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:53
1176,0.14999999999999997,0.0015,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:53
1177,0.14999999999999997,0.002,0.004,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:54
1178,0.14999999999999997,0.002,0.006,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:54
1179,0.14999999999999997,0.002,0.008,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:54
1180,0.14999999999999997,0.002,0.01,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:54
1181,0.14999999999999997,0.002,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:55
1182,0.14999999999999997,0.002,0.014,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:55
1183,0.14999999999999997,0.002,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:55
1184,0.14999999999999997,0.002,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:56
1185,0.14999999999999997,0.002,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:56
1186,0.14999999999999997,0.002,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:56
1187,0.14999999999999997,0.002,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:57
1188,0.14999999999999997,0.0025,0.004,bss2-lambda,0.333,0.313,0.333,0.313,0.0,0.0,4.833,4.833,18.04.24 - 17:57
1189,0.14999999999999997,0.0025,0.006,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,5.167,5.167,18.04.24 - 17:57
1190,0.14999999999999997,0.0025,0.008,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,5.167,5.167,18.04.24 - 17:57
1191,0.14999999999999997,0.0025,0.01,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,5.167,5.167,18.04.24 - 17:58
1192,0.14999999999999997,0.0025,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,5.167,5.167,18.04.24 - 17:58
1193,0.14999999999999997,0.0025,0.014,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:58
1194,0.14999999999999997,0.0025,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.833,3.833,18.04.24 - 17:59
1195,0.14999999999999997,0.0025,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:59
1196,0.14999999999999997,0.0025,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:59
1197,0.14999999999999997,0.0025,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:59
1198,0.14999999999999997,0.0025,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 18:00
1199,0.14999999999999997,0.003,0.004,bss2-lambda,0.333,0.28,0.333,0.28,0.0,0.0,5.167,5.3,18.04.24 - 18:00
1200,0.14999999999999997,0.003,0.006,bss2-lambda,0.333,0.287,0.333,0.287,0.0,0.0,5.0,5.133,18.04.24 - 18:00
1201,0.14999999999999997,0.003,0.008,bss2-lambda,0.333,0.293,0.333,0.293,0.0,0.0,4.667,4.667,18.04.24 - 18:01
1202,0.14999999999999997,0.003,0.01,bss2-lambda,0.333,0.273,0.333,0.273,0.0,0.0,4.667,4.667,18.04.24 - 18:01
1203,0.14999999999999997,0.003,0.012,bss2-lambda,0.333,0.327,0.333,0.327,0.0,0.0,5.167,5.167,18.04.24 - 18:01
1204,0.14999999999999997,0.003,0.014,bss2-lambda,0.333,0.327,0.333,0.327,0.0,0.0,5.0,5.0,18.04.24 - 18:01
1205,0.14999999999999997,0.003,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 18:02
1206,0.14999999999999997,0.003,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 18:02
1207,0.14999999999999997,0.003,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 18:02
1208,0.14999999999999997,0.003,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 18:03
1209,0.14999999999999997,0.003,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 18:03
1210,0.14999999999999997,0.0035,0.004,bss2-lambda,0.333,0.213,0.333,0.213,0.0,0.0,4.833,4.907,18.04.24 - 18:03
1211,0.14999999999999997,0.0035,0.006,bss2-lambda,0.333,0.247,0.333,0.247,0.0,0.0,4.667,4.667,18.04.24 - 18:03
1212,0.14999999999999997,0.0035,0.008,bss2-lambda,0.333,0.267,0.333,0.267,0.0,0.0,4.667,4.667,18.04.24 - 18:04
1213,0.14999999999999997,0.0035,0.01,bss2-lambda,0.333,0.28,0.333,0.28,0.0,0.0,5.0,5.133,18.04.24 - 18:04
1214,0.14999999999999997,0.0035,0.012,bss2-lambda,0.333,0.307,0.333,0.307,0.0,0.0,5.0,5.0,18.04.24 - 18:04
1215,0.14999999999999997,0.0035,0.014,bss2-lambda,0.333,0.213,0.333,0.213,0.0,0.0,4.667,4.667,18.04.24 - 18:05
1216,0.14999999999999997,0.0035,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 18:05
1217,0.14999999999999997,0.0035,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 18:05
1218,0.14999999999999997,0.0035,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 18:06
1219,0.14999999999999997,0.0035,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 18:06
1220,0.14999999999999997,0.0035,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 18:06
1221,0.14999999999999997,0.004,0.004,bss2-lambda,0.333,0.127,0.333,0.127,0.0,0.0,4.833,5.14,18.04.24 - 18:06
1222,0.14999999999999997,0.004,0.006,bss2-lambda,0.333,0.28,0.333,0.28,0.0,0.0,5.0,5.14,18.04.24 - 18:07
1223,0.14999999999999997,0.004,0.008,bss2-lambda,0.333,0.287,0.333,0.287,0.0,0.0,5.0,5.073,18.04.24 - 18:07
1224,0.14999999999999997,0.004,0.01,bss2-lambda,0.333,0.18,0.333,0.18,0.0,0.0,4.667,4.74,18.04.24 - 18:07
1225,0.14999999999999997,0.004,0.012,bss2-lambda,0.333,0.227,0.333,0.227,0.0,0.0,4.667,4.667,18.04.24 - 18:08
1226,0.14999999999999997,0.004,0.014,bss2-lambda,0.0,0.147,0.0,0.147,0.0,0.0,3.667,5.473,18.04.24 - 18:08
1227,0.14999999999999997,0.004,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 18:08
1228,0.14999999999999997,0.004,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 18:08
1229,0.14999999999999997,0.004,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 18:09
1230,0.14999999999999997,0.004,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 18:09
1231,0.14999999999999997,0.004,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 18:09
