experiment_subnum,Plasticity.lambda_plus,Plasticity.lambda_minus,Plasticity.lambda_h,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,num-epochs_avg,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
966,0.11999999999999998,0.004,0.022000000000000002,0.0,0.003,0.05,0.187,0.0,40.0,0.0,0.003,0.035,0.039,0.0,0.0,0.0,0.017,0.151,0.0,3.85,3.858,4.298,6.013,3.85,29.04.24 - 14:28
967,0.11999999999999998,0.004,0.024,0.0,0.0,0.024,0.166,0.0,32.0,0.0,0.0,0.013,0.022,0.0,0.0,0.0,0.012,0.146,0.0,3.55,3.55,3.842,5.621,3.55,29.04.24 - 14:29
968,0.12999999999999998,0.0005,0.004,0.333,0.333,0.329,0.376,0.333,-1,0.333,0.333,0.329,0.281,0.333,0.0,0.0,0.001,0.096,0.0,4.205,4.203,4.215,5.463,4.383,29.04.24 - 14:30
969,0.12999999999999998,0.0005,0.006,0.301,0.297,0.298,0.352,0.357,-1,0.3,0.297,0.298,0.258,0.35,0.002,0.001,0.001,0.098,0.017,4.38,4.307,4.282,5.558,4.8,29.04.24 - 14:31
970,0.12999999999999998,0.0005,0.008,0.316,0.316,0.314,0.361,0.317,-1,0.316,0.316,0.314,0.262,0.317,0.0,0.0,0.0,0.104,0.0,4.665,4.416,4.358,5.616,5.167,29.04.24 - 14:32
971,0.12999999999999998,0.0005,0.01,0.303,0.285,0.277,0.332,0.35,-1,0.3,0.283,0.276,0.24,0.35,0.003,0.001,0.001,0.093,0.0,4.464,4.29,4.232,5.438,4.433,29.04.24 - 14:33
972,0.12999999999999998,0.0005,0.012,0.291,0.254,0.242,0.301,0.354,-1,0.282,0.249,0.238,0.207,0.333,0.015,0.008,0.005,0.097,0.05,5.005,4.744,4.656,5.773,5.133,29.04.24 - 14:34
973,0.12999999999999998,0.0005,0.014,0.301,0.276,0.269,0.319,0.3,-1,0.301,0.276,0.269,0.229,0.3,0.0,0.0,0.0,0.093,0.0,4.473,4.315,4.251,5.37,4.433,29.04.24 - 14:35
974,0.12999999999999998,0.0005,0.016,0.279,0.217,0.214,0.28,0.347,10.0,0.273,0.214,0.208,0.184,0.35,0.015,0.009,0.011,0.102,0.017,4.921,4.463,4.404,5.626,4.633,29.04.24 - 14:36
975,0.12999999999999998,0.0005,0.018000000000000002,0.33,0.252,0.226,0.297,0.465,-1,0.365,0.27,0.236,0.211,0.533,0.007,0.003,0.004,0.1,0.0,4.659,4.246,4.159,5.411,5.8,29.04.24 - 14:37
976,0.12999999999999998,0.0005,0.02,0.343,0.249,0.215,0.286,0.405,-1,0.385,0.278,0.232,0.204,0.467,0.027,0.015,0.012,0.106,0.017,4.782,4.398,4.254,5.45,4.733,29.04.24 - 14:38
977,0.12999999999999998,0.0005,0.022000000000000002,0.382,0.296,0.24,0.299,0.539,-1,0.423,0.325,0.259,0.217,0.6,0.005,0.003,0.002,0.101,0.017,4.854,4.632,4.453,5.617,5.633,29.04.24 - 14:39
978,0.12999999999999998,0.0005,0.024,0.478,0.35,0.283,0.329,0.545,-1,0.533,0.384,0.306,0.255,0.633,0.023,0.011,0.008,0.099,0.0,4.941,4.436,4.224,5.396,5.433,29.04.24 - 14:40
979,0.12999999999999998,0.001,0.004,0.3,0.3,0.299,0.35,0.3,-1,0.3,0.3,0.298,0.252,0.3,0.0,0.0,0.002,0.1,0.0,4.65,4.65,4.69,5.967,4.65,29.04.24 - 14:41
980,0.12999999999999998,0.001,0.006,0.283,0.283,0.282,0.337,0.283,2.0,0.283,0.283,0.282,0.237,0.283,0.0,0.0,0.0,0.103,0.0,4.733,4.733,4.732,5.953,4.733,29.04.24 - 14:42
981,0.12999999999999998,0.001,0.008,0.25,0.25,0.25,0.319,0.25,5.0,0.25,0.25,0.25,0.218,0.25,0.0,0.0,0.0,0.104,0.0,4.333,4.333,4.345,5.648,4.333,29.04.24 - 14:43
982,0.12999999999999998,0.001,0.01,0.3,0.308,0.309,0.363,0.3,7.0,0.3,0.308,0.309,0.265,0.3,0.0,0.0,0.0,0.101,0.0,4.2,4.2,4.221,5.475,4.2,29.04.24 - 14:45
983,0.12999999999999998,0.001,0.012,0.283,0.283,0.285,0.334,0.283,5.0,0.283,0.283,0.285,0.239,0.283,0.0,0.0,0.0,0.097,0.0,4.367,4.367,4.391,5.592,4.367,29.04.24 - 14:46
984,0.12999999999999998,0.001,0.014,0.14,0.168,0.196,0.273,0.133,23.0,0.14,0.167,0.192,0.175,0.133,0.0,0.001,0.005,0.1,0.0,3.693,3.869,4.139,5.421,3.65,29.04.24 - 14:47
985,0.12999999999999998,0.001,0.016,0.111,0.116,0.124,0.216,0.133,16.0,0.111,0.116,0.124,0.119,0.133,0.0,0.0,0.0,0.102,0.0,3.948,3.911,3.975,5.326,4.217,29.04.24 - 14:48
986,0.12999999999999998,0.001,0.018000000000000002,0.149,0.131,0.141,0.23,0.221,5.0,0.152,0.133,0.142,0.135,0.25,0.0,0.0,0.0,0.098,0.0,3.809,3.763,3.784,5.118,4.333,29.04.24 - 14:49
987,0.12999999999999998,0.001,0.02,0.152,0.128,0.13,0.218,0.19,18.0,0.162,0.133,0.132,0.124,0.2,0.0,0.0,0.002,0.1,0.0,3.985,3.917,3.976,5.342,4.433,29.04.24 - 14:50
988,0.12999999999999998,0.001,0.022000000000000002,0.228,0.18,0.168,0.246,0.287,5.0,0.234,0.182,0.167,0.152,0.3,0.007,0.004,0.005,0.101,0.017,4.183,3.972,3.923,5.176,4.417,29.04.24 - 14:51
989,0.12999999999999998,0.001,0.024,0.183,0.151,0.131,0.218,0.204,-1,0.212,0.175,0.147,0.135,0.233,0.003,0.002,0.001,0.099,0.0,4.275,3.996,3.913,5.219,4.367,29.04.24 - 14:52
990,0.12999999999999998,0.0015,0.004,0.3,0.3,0.299,0.355,0.3,-1,0.3,0.3,0.299,0.25,0.3,0.0,0.0,0.001,0.108,0.0,4.633,4.633,4.672,5.966,4.633,29.04.24 - 14:52
991,0.12999999999999998,0.0015,0.006,0.133,0.137,0.143,0.235,0.133,11.0,0.133,0.137,0.142,0.123,0.133,0.0,0.0,0.001,0.115,0.0,4.083,4.083,4.15,5.549,4.083,29.04.24 - 14:53
992,0.12999999999999998,0.0015,0.008,0.3,0.3,0.296,0.356,0.3,-1,0.3,0.3,0.296,0.247,0.3,0.0,0.0,0.0,0.113,0.0,4.45,4.45,4.452,5.788,4.45,29.04.24 - 14:54
993,0.12999999999999998,0.0015,0.01,0.267,0.275,0.276,0.336,0.267,2.0,0.267,0.275,0.276,0.236,0.267,0.0,0.0,0.0,0.103,0.0,4.167,4.167,4.19,5.546,4.167,29.04.24 - 14:55
994,0.12999999999999998,0.0015,0.012,0.267,0.267,0.267,0.327,0.267,2.0,0.267,0.267,0.266,0.228,0.267,0.0,0.0,0.001,0.102,0.0,4.317,4.317,4.357,5.717,4.317,29.04.24 - 14:56
995,0.12999999999999998,0.0015,0.014,0.194,0.204,0.213,0.288,0.167,20.0,0.194,0.203,0.208,0.185,0.167,0.0,0.001,0.006,0.106,0.0,3.935,3.929,4.153,5.461,4.067,29.04.24 - 14:57
996,0.12999999999999998,0.0015,0.016,0.05,0.054,0.068,0.164,0.05,21.0,0.05,0.054,0.066,0.065,0.05,0.0,0.0,0.002,0.102,0.0,3.683,3.683,3.789,5.17,3.683,29.04.24 - 14:58
997,0.12999999999999998,0.0015,0.018000000000000002,0.085,0.096,0.131,0.225,0.067,36.0,0.085,0.096,0.118,0.117,0.067,0.0,0.0,0.013,0.11,0.0,3.767,3.767,4.077,5.438,3.767,29.04.24 - 14:59
998,0.12999999999999998,0.0015,0.02,0.013,0.015,0.031,0.141,0.067,26.0,0.013,0.015,0.031,0.045,0.067,0.0,0.0,0.0,0.099,0.0,3.867,3.867,3.906,5.275,3.867,29.04.24 - 15:00
999,0.12999999999999998,0.0015,0.022000000000000002,0.079,0.088,0.102,0.203,0.1,20.0,0.079,0.088,0.1,0.104,0.1,0.0,0.0,0.003,0.103,0.0,3.667,3.667,3.74,5.188,3.667,29.04.24 - 15:01
1000,0.12999999999999998,0.0015,0.024,0.137,0.104,0.117,0.215,0.157,3.0,0.147,0.109,0.118,0.119,0.167,0.0,0.0,0.002,0.102,0.0,3.889,3.861,3.93,5.361,3.85,29.04.24 - 15:02
1001,0.12999999999999998,0.002,0.004,0.283,0.283,0.275,0.341,0.283,2.0,0.283,0.283,0.274,0.221,0.283,0.0,0.0,0.002,0.126,0.0,4.2,4.2,4.308,5.822,4.2,29.04.24 - 15:03
1002,0.12999999999999998,0.002,0.006,0.283,0.283,0.283,0.344,0.283,-1,0.283,0.283,0.283,0.231,0.283,0.0,0.0,0.0,0.116,0.0,4.233,4.233,4.272,5.691,4.233,29.04.24 - 15:04
1003,0.12999999999999998,0.002,0.008,0.233,0.233,0.231,0.305,0.233,5.0,0.233,0.233,0.229,0.194,0.233,0.0,0.0,0.003,0.114,0.0,3.967,3.967,4.044,5.491,3.967,29.04.24 - 15:04
1004,0.12999999999999998,0.002,0.01,0.25,0.25,0.25,0.316,0.25,2.0,0.25,0.25,0.25,0.215,0.25,0.0,0.0,0.0,0.102,0.0,4.483,4.483,4.486,5.736,4.483,29.04.24 - 15:05
1005,0.12999999999999998,0.002,0.012,0.167,0.167,0.165,0.247,0.167,8.0,0.167,0.167,0.164,0.133,0.167,0.0,0.0,0.001,0.117,0.0,4.017,4.017,4.064,5.475,4.017,29.04.24 - 15:06
1006,0.12999999999999998,0.002,0.014,0.074,0.076,0.098,0.205,0.083,23.0,0.071,0.074,0.091,0.085,0.083,0.003,0.002,0.007,0.125,0.0,3.661,3.637,3.815,5.397,3.767,29.04.24 - 15:07
1007,0.12999999999999998,0.002,0.016,0.08,0.087,0.11,0.219,0.05,32.0,0.08,0.086,0.105,0.105,0.05,0.0,0.001,0.006,0.118,0.0,3.683,3.741,3.902,5.429,3.683,29.04.24 - 15:08
1008,0.12999999999999998,0.002,0.018000000000000002,0.017,0.034,0.061,0.173,0.017,35.0,0.017,0.034,0.058,0.063,0.017,0.0,0.0,0.003,0.114,0.0,3.6,3.6,3.717,5.208,3.6,29.04.24 - 15:09
1009,0.12999999999999998,0.002,0.02,0.037,0.05,0.068,0.175,0.017,39.0,0.037,0.05,0.067,0.076,0.017,0.0,0.0,0.002,0.104,0.0,3.7,3.7,3.806,5.25,3.7,29.04.24 - 15:10
1010,0.12999999999999998,0.002,0.022000000000000002,0.014,0.035,0.06,0.17,0.0,48.0,0.014,0.035,0.059,0.069,0.0,0.0,0.0,0.001,0.104,0.0,3.533,3.533,3.572,5.042,3.533,29.04.24 - 15:11
1011,0.12999999999999998,0.002,0.024,0.011,0.025,0.047,0.16,0.033,37.0,0.011,0.025,0.045,0.055,0.033,0.0,0.0,0.002,0.109,0.0,3.7,3.7,3.791,5.267,3.7,29.04.24 - 15:12
1012,0.12999999999999998,0.0025,0.004,0.267,0.267,0.262,0.333,0.267,-1,0.267,0.267,0.26,0.207,0.267,0.0,0.0,0.003,0.13,0.0,4.133,4.133,4.254,5.779,4.133,29.04.24 - 15:13
1013,0.12999999999999998,0.0025,0.006,0.283,0.283,0.279,0.343,0.283,-1,0.283,0.283,0.277,0.22,0.283,0.0,0.0,0.003,0.127,0.0,4.117,4.117,4.245,5.726,4.117,29.04.24 - 15:13
1014,0.12999999999999998,0.0025,0.008,0.283,0.283,0.285,0.355,0.283,2.0,0.283,0.283,0.284,0.231,0.283,0.0,0.0,0.002,0.126,0.0,4.05,4.05,4.113,5.697,4.05,29.04.24 - 15:14
1015,0.12999999999999998,0.0025,0.01,0.3,0.3,0.296,0.358,0.3,-1,0.3,0.3,0.295,0.243,0.3,0.0,0.0,0.001,0.119,0.0,4.217,4.217,4.275,5.727,4.217,29.04.24 - 15:15
1016,0.12999999999999998,0.0025,0.012,0.3,0.3,0.3,0.356,0.3,2.0,0.3,0.3,0.3,0.245,0.3,0.0,0.0,0.0,0.113,0.0,4.317,4.317,4.337,5.727,4.317,29.04.24 - 15:16
1017,0.12999999999999998,0.0025,0.014,0.072,0.091,0.105,0.21,0.067,30.0,0.072,0.091,0.104,0.098,0.067,0.0,0.0,0.001,0.115,0.0,3.855,3.895,3.986,5.443,3.717,29.04.24 - 15:17
1018,0.12999999999999998,0.0025,0.016,0.071,0.079,0.095,0.199,0.067,25.0,0.071,0.079,0.095,0.091,0.067,0.0,0.0,0.0,0.111,0.0,4.049,4.066,4.14,5.577,4.033,29.04.24 - 15:18
1019,0.12999999999999998,0.0025,0.018000000000000002,0.017,0.019,0.04,0.165,0.017,31.0,0.017,0.019,0.039,0.049,0.017,0.0,0.0,0.002,0.12,0.0,3.6,3.6,3.686,5.288,3.6,29.04.24 - 15:19
1020,0.12999999999999998,0.0025,0.02,0.0,0.005,0.016,0.136,0.0,28.0,0.0,0.005,0.015,0.024,0.0,0.0,0.0,0.001,0.115,0.0,3.783,3.783,3.82,5.316,3.783,29.04.24 - 15:20
1021,0.12999999999999998,0.0025,0.022000000000000002,0.017,0.026,0.037,0.154,0.017,27.0,0.017,0.026,0.037,0.047,0.017,0.0,0.0,0.001,0.109,0.0,3.617,3.617,3.691,5.267,3.617,29.04.24 - 15:21
1022,0.12999999999999998,0.0025,0.024,0.0,0.008,0.025,0.138,0.0,31.0,0.0,0.008,0.024,0.034,0.0,0.0,0.0,0.001,0.105,0.0,3.6,3.6,3.643,5.092,3.6,29.04.24 - 15:22
1023,0.12999999999999998,0.003,0.004,0.262,0.256,0.255,0.328,0.267,-1,0.262,0.256,0.253,0.205,0.267,0.0,0.0,0.004,0.128,0.0,4.283,4.283,4.421,5.973,4.283,29.04.24 - 15:23
1024,0.12999999999999998,0.003,0.006,0.25,0.25,0.248,0.322,0.25,2.0,0.25,0.25,0.248,0.2,0.25,0.0,0.0,0.0,0.124,0.0,4.183,4.183,4.291,5.879,4.183,29.04.24 - 15:23
1025,0.12999999999999998,0.003,0.008,0.283,0.283,0.274,0.349,0.283,3.0,0.283,0.283,0.272,0.217,0.283,0.0,0.0,0.005,0.139,0.0,4.383,4.383,4.524,6.099,4.383,29.04.24 - 15:24
1026,0.12999999999999998,0.003,0.01,0.183,0.178,0.183,0.271,0.183,8.0,0.183,0.178,0.174,0.143,0.183,0.0,0.0,0.01,0.132,0.0,4.083,4.115,4.351,5.899,4.083,29.04.24 - 15:26
1027,0.12999999999999998,0.003,0.012,0.234,0.234,0.235,0.316,0.233,6.0,0.234,0.234,0.234,0.196,0.233,0.0,0.0,0.001,0.122,0.0,3.808,3.819,3.909,5.511,3.767,29.04.24 - 15:27
1028,0.12999999999999998,0.003,0.014,0.039,0.04,0.054,0.177,0.033,26.0,0.039,0.04,0.051,0.053,0.033,0.0,0.0,0.003,0.126,0.0,3.642,3.644,3.738,5.36,3.567,29.04.24 - 15:27
1029,0.12999999999999998,0.003,0.016,0.0,0.007,0.026,0.15,0.0,34.0,0.0,0.007,0.025,0.033,0.0,0.0,0.0,0.001,0.119,0.0,3.75,3.75,3.833,5.386,3.75,29.04.24 - 15:28
1030,0.12999999999999998,0.003,0.018000000000000002,0.014,0.028,0.046,0.164,0.0,40.0,0.014,0.028,0.042,0.045,0.0,0.0,0.0,0.005,0.122,0.0,3.767,3.767,4.003,5.547,3.767,29.04.24 - 15:30
1031,0.12999999999999998,0.003,0.02,0.0,0.0,0.014,0.136,0.0,29.0,0.0,0.0,0.013,0.023,0.0,0.0,0.0,0.001,0.114,0.0,3.4,3.4,3.447,5.016,3.4,29.04.24 - 15:31
1032,0.12999999999999998,0.003,0.022000000000000002,0.0,0.0,0.022,0.148,0.0,33.0,0.0,0.0,0.02,0.033,0.0,0.0,0.0,0.002,0.117,0.0,3.733,3.733,3.79,5.334,3.733,29.04.24 - 15:32
1033,0.12999999999999998,0.003,0.024,0.0,0.003,0.015,0.138,0.0,28.0,0.0,0.003,0.012,0.017,0.0,0.0,0.0,0.003,0.121,0.0,3.45,3.45,3.555,5.104,3.45,29.04.24 - 15:33
1034,0.12999999999999998,0.0035,0.004,0.219,0.216,0.195,0.284,0.233,3.0,0.219,0.216,0.187,0.146,0.233,0.0,0.0,0.011,0.142,0.0,4.233,4.252,4.445,6.049,4.233,29.04.24 - 15:34
1035,0.12999999999999998,0.0035,0.006,0.233,0.237,0.242,0.325,0.233,10.0,0.233,0.237,0.232,0.185,0.233,0.0,0.0,0.013,0.144,0.0,4.267,4.271,4.589,6.16,4.267,29.04.24 - 15:35
1036,0.12999999999999998,0.0035,0.008,0.267,0.262,0.25,0.328,0.267,2.0,0.267,0.262,0.245,0.192,0.267,0.0,0.0,0.009,0.142,0.0,4.033,4.031,4.253,5.872,4.033,29.04.24 - 15:36
1037,0.12999999999999998,0.0035,0.01,0.317,0.315,0.309,0.372,0.317,-1,0.317,0.315,0.303,0.241,0.317,0.0,0.0,0.008,0.135,0.0,4.05,4.05,4.241,5.81,4.05,29.04.24 - 15:36
1038,0.12999999999999998,0.0035,0.012,0.207,0.213,0.232,0.301,0.167,31.0,0.195,0.203,0.216,0.173,0.167,0.013,0.013,0.019,0.134,0.0,4.044,4.085,4.467,5.89,3.95,29.04.24 - 15:37
1039,0.12999999999999998,0.0035,0.014,0.045,0.048,0.071,0.195,0.05,28.0,0.045,0.048,0.065,0.063,0.05,0.0,0.0,0.006,0.135,0.0,3.739,3.754,3.988,5.675,3.7,29.04.24 - 15:38
1040,0.12999999999999998,0.0035,0.016,0.053,0.076,0.119,0.234,0.05,37.0,0.053,0.076,0.11,0.1,0.05,0.0,0.0,0.012,0.139,0.0,3.583,3.701,4.058,5.748,3.583,29.04.24 - 15:39
1041,0.12999999999999998,0.0035,0.018000000000000002,0.011,0.017,0.04,0.165,0.0,39.0,0.011,0.017,0.037,0.04,0.0,0.0,0.0,0.004,0.129,0.0,3.833,3.833,3.986,5.602,3.833,29.04.24 - 15:40
1042,0.12999999999999998,0.0035,0.02,0.019,0.026,0.04,0.165,0.0,39.0,0.019,0.026,0.035,0.037,0.0,0.0,0.0,0.005,0.131,0.0,3.717,3.717,3.917,5.536,3.717,29.04.24 - 15:41
1043,0.12999999999999998,0.0035,0.022000000000000002,0.0,0.004,0.015,0.148,0.0,30.0,0.0,0.004,0.014,0.029,0.0,0.0,0.0,0.001,0.12,0.0,3.967,3.967,4.041,5.577,3.967,29.04.24 - 15:42
1044,0.12999999999999998,0.0035,0.024,0.001,0.015,0.032,0.155,0.0,31.0,0.001,0.015,0.028,0.032,0.0,0.0,0.0,0.006,0.126,0.0,3.683,3.683,3.923,5.49,3.683,29.04.24 - 15:43
1045,0.12999999999999998,0.004,0.004,0.3,0.298,0.278,0.355,0.3,-1,0.3,0.298,0.269,0.206,0.3,0.0,0.0,0.011,0.152,0.0,4.083,4.083,4.362,6.047,4.083,29.04.24 - 15:44
1046,0.12999999999999998,0.004,0.006,0.317,0.312,0.29,0.362,0.317,-1,0.317,0.312,0.281,0.214,0.317,0.0,0.0,0.013,0.151,0.0,4.083,4.083,4.365,6.046,4.083,29.04.24 - 15:45
1047,0.12999999999999998,0.004,0.008,0.217,0.204,0.198,0.293,0.217,10.0,0.217,0.204,0.18,0.138,0.217,0.0,0.0,0.019,0.158,0.0,3.917,3.915,4.28,5.956,3.917,29.04.24 - 15:46
1048,0.12999999999999998,0.004,0.01,0.2,0.211,0.213,0.3,0.2,12.0,0.2,0.211,0.201,0.156,0.2,0.0,0.0,0.014,0.147,0.0,4.217,4.217,4.568,6.169,4.217,29.04.24 - 15:46
1049,0.12999999999999998,0.004,0.012,0.127,0.129,0.134,0.244,0.117,24.0,0.127,0.128,0.125,0.105,0.117,0.0,0.002,0.012,0.144,0.0,4.007,4.019,4.293,5.959,4.133,29.04.24 - 15:47
1050,0.12999999999999998,0.004,0.014,0.115,0.135,0.155,0.265,0.1,22.0,0.115,0.132,0.146,0.127,0.1,0.0,0.003,0.009,0.142,0.0,4.02,4.061,4.353,6.037,3.9,29.04.24 - 15:48
1051,0.12999999999999998,0.004,0.016,0.0,0.002,0.031,0.166,0.0,33.0,0.0,0.002,0.015,0.021,0.0,0.0,0.0,0.017,0.148,0.0,3.617,3.675,3.992,5.701,3.617,29.04.24 - 15:49
1052,0.12999999999999998,0.004,0.018000000000000002,0.0,0.005,0.031,0.168,0.0,35.0,0.0,0.005,0.022,0.03,0.0,0.0,0.0,0.011,0.142,0.0,3.7,3.7,4.008,5.756,3.7,29.04.24 - 15:50
1053,0.12999999999999998,0.004,0.02,0.017,0.029,0.048,0.176,0.017,26.0,0.017,0.029,0.04,0.04,0.017,0.0,0.0,0.008,0.137,0.0,3.594,3.654,3.814,5.486,3.55,29.04.24 - 15:51
1054,0.12999999999999998,0.004,0.022000000000000002,0.0,0.0,0.018,0.151,0.0,31.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.009,0.134,0.0,3.617,3.629,3.847,5.518,3.617,29.04.24 - 15:52
1055,0.12999999999999998,0.004,0.024,0.006,0.016,0.038,0.168,0.0,38.0,0.006,0.016,0.033,0.039,0.0,0.0,0.0,0.007,0.132,0.0,3.6,3.6,3.801,5.473,3.6,29.04.24 - 15:53
1056,0.13999999999999999,0.0005,0.004,0.2,0.175,0.167,0.24,0.267,12.0,0.195,0.172,0.165,0.142,0.25,0.005,0.003,0.002,0.1,0.017,4.647,4.257,4.137,5.334,4.55,29.04.24 - 15:54
1057,0.13999999999999999,0.0005,0.006,0.283,0.275,0.271,0.328,0.283,-1,0.283,0.275,0.271,0.239,0.283,0.0,0.0,0.0,0.09,0.0,4.769,4.634,4.59,5.618,4.5,29.04.24 - 15:55
1058,0.13999999999999999,0.0005,0.008,0.278,0.272,0.27,0.325,0.283,9.0,0.278,0.272,0.27,0.236,0.283,0.0,0.0,0.0,0.093,0.0,4.549,4.358,4.294,5.414,4.2,29.04.24 - 15:56
1059,0.13999999999999999,0.0005,0.01,0.287,0.269,0.261,0.317,0.3,-1,0.281,0.265,0.259,0.227,0.283,0.009,0.005,0.004,0.094,0.017,4.663,4.482,4.431,5.505,4.55,29.04.24 - 15:57
1060,0.13999999999999999,0.0005,0.012,0.365,0.307,0.288,0.335,0.417,-1,0.361,0.305,0.287,0.248,0.417,0.005,0.003,0.002,0.091,0.0,4.853,4.624,4.538,5.602,4.633,29.04.24 - 15:58
1061,0.13999999999999999,0.0005,0.014,0.33,0.281,0.27,0.318,0.407,-1,0.331,0.281,0.27,0.236,0.417,0.009,0.005,0.003,0.086,0.0,4.981,4.771,4.67,5.667,4.967,29.04.24 - 15:59
1062,0.13999999999999999,0.0005,0.016,0.307,0.228,0.201,0.265,0.347,10.0,0.307,0.228,0.2,0.174,0.35,0.022,0.012,0.008,0.098,0.017,4.79,4.555,4.365,5.482,4.483,29.04.24 - 16:00
1063,0.13999999999999999,0.0005,0.018000000000000002,0.348,0.249,0.21,0.265,0.437,9.0,0.365,0.26,0.217,0.188,0.467,0.012,0.008,0.005,0.087,0.0,4.686,4.39,4.267,5.305,4.767,29.04.24 - 16:01
1064,0.13999999999999999,0.0005,0.02,0.387,0.311,0.276,0.326,0.505,-1,0.43,0.335,0.291,0.251,0.533,0.023,0.016,0.011,0.098,0.05,4.913,4.477,4.268,5.411,4.833,29.04.24 - 16:03
1065,0.13999999999999999,0.0005,0.022000000000000002,0.463,0.376,0.301,0.341,0.454,-1,0.507,0.417,0.328,0.276,0.483,0.016,0.014,0.01,0.097,0.0,4.541,4.384,4.172,5.29,3.85,29.04.24 - 16:03
1066,0.13999999999999999,0.0005,0.024,0.427,0.364,0.31,0.351,0.495,-1,0.49,0.418,0.347,0.298,0.55,0.013,0.008,0.006,0.089,0.033,4.647,4.463,4.276,5.376,4.35,29.04.24 - 16:04
1067,0.13999999999999999,0.001,0.004,0.25,0.25,0.249,0.313,0.25,2.0,0.25,0.25,0.249,0.214,0.25,0.0,0.0,0.0,0.101,0.0,4.3,4.3,4.308,5.584,4.3,29.04.24 - 16:05
1068,0.13999999999999999,0.001,0.006,0.24,0.245,0.251,0.313,0.233,12.0,0.24,0.245,0.248,0.22,0.233,0.0,0.0,0.003,0.097,0.0,4.233,4.233,4.263,5.418,4.233,29.04.24 - 16:06
1069,0.13999999999999999,0.001,0.008,0.283,0.291,0.294,0.347,0.283,2.0,0.283,0.291,0.293,0.253,0.283,0.0,0.0,0.001,0.097,0.0,4.467,4.467,4.48,5.686,4.467,29.04.24 - 16:07
1070,0.13999999999999999,0.001,0.01,0.283,0.283,0.282,0.331,0.283,-1,0.283,0.283,0.282,0.241,0.283,0.0,0.0,0.0,0.092,0.0,4.383,4.383,4.386,5.561,4.383,29.04.24 - 16:08
1071,0.13999999999999999,0.001,0.012,0.267,0.267,0.264,0.315,0.267,-1,0.267,0.267,0.264,0.225,0.267,0.0,0.0,0.0,0.093,0.0,4.117,4.117,4.129,5.308,4.117,29.04.24 - 16:09
1072,0.13999999999999999,0.001,0.014,0.287,0.285,0.284,0.336,0.317,-1,0.287,0.285,0.284,0.25,0.317,0.0,0.0,0.0,0.088,0.0,4.195,4.122,4.098,5.263,4.7,29.04.24 - 16:10
1073,0.13999999999999999,0.001,0.016,0.15,0.159,0.178,0.255,0.15,11.0,0.15,0.159,0.176,0.169,0.15,0.0,0.0,0.002,0.089,0.0,3.925,3.875,4.017,5.323,4.2,29.04.24 - 16:11
1074,0.13999999999999999,0.001,0.018000000000000002,0.123,0.103,0.106,0.194,0.18,6.0,0.13,0.107,0.108,0.101,0.2,0.002,0.001,0.001,0.096,0.0,3.965,3.745,3.723,5.029,4.133,29.04.24 - 16:12
1075,0.13999999999999999,0.001,0.02,0.208,0.161,0.152,0.234,0.251,10.0,0.221,0.167,0.156,0.148,0.283,0.011,0.005,0.004,0.095,0.017,4.377,4.055,3.99,5.205,4.317,29.04.24 - 16:13
1076,0.13999999999999999,0.001,0.022000000000000002,0.195,0.138,0.126,0.206,0.29,10.0,0.193,0.138,0.125,0.116,0.3,0.005,0.003,0.002,0.092,0.0,4.723,4.278,4.13,5.291,4.667,29.04.24 - 16:14
1077,0.13999999999999999,0.001,0.024,0.213,0.18,0.168,0.241,0.287,-1,0.231,0.192,0.177,0.163,0.317,0.0,0.0,0.0,0.086,0.0,4.243,3.911,3.803,4.985,4.417,29.04.24 - 16:15
1078,0.13999999999999999,0.0015,0.004,0.279,0.281,0.28,0.342,0.267,-1,0.279,0.281,0.28,0.24,0.267,0.0,0.0,0.001,0.105,0.0,4.433,4.433,4.472,5.84,4.433,29.04.24 - 16:16
1079,0.13999999999999999,0.0015,0.006,0.3,0.3,0.301,0.359,0.3,-1,0.3,0.3,0.3,0.26,0.3,0.0,0.0,0.002,0.102,0.0,4.517,4.517,4.545,5.802,4.517,29.04.24 - 16:17
1080,0.13999999999999999,0.0015,0.008,0.25,0.258,0.265,0.322,0.25,11.0,0.25,0.258,0.265,0.226,0.25,0.0,0.0,0.0,0.098,0.0,4.1,4.1,4.11,5.378,4.1,29.04.24 - 16:18
1081,0.13999999999999999,0.0015,0.01,0.317,0.317,0.315,0.364,0.317,-1,0.317,0.317,0.315,0.266,0.317,0.0,0.0,0.001,0.102,0.0,4.7,4.7,4.721,5.89,4.7,29.04.24 - 16:20
1082,0.13999999999999999,0.0015,0.012,0.2,0.204,0.216,0.283,0.2,10.0,0.2,0.204,0.216,0.189,0.2,0.0,0.0,0.0,0.098,0.0,4.017,4.017,4.04,5.31,4.017,29.04.24 - 16:21
