instance_id,plasticity.lambda_plus,plasticity.lambda_h,plasticity.target_rate_h,plasticity.permanence_threshold,plasticity.correlation_threshold,synapses.p_exc_exc,experiment.id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,duplicate_dendrites_running-avg-0.25,duplicate_dendrites_running-avg-0.5,duplicate_dendrites_running-avg-0.75,duplicate_dendrites_running-avg-1.0,duplicate_dendrites_last,time_finished
462,18,16,100,40,70,0.44999999999999996,no-calib_on-chip,-1,0.231,0.24,0.237,0.265,0.25,0.231,0.24,0.237,0.225,0.25,0.0,0.0,0.0,0.04,0.0,6.308,6.3,6.474,7.19,7.5,12.769,12.56,13.368,13.82,15.0,27.05.24 - 01:10
463,18,8,80,80,90,0.39999999999999997,no-calib_on-chip,48,0.115,0.15,0.138,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.15,0.138,0.205,0.0,3.962,4.09,4.27,5.695,3.25,1.692,2.32,3.316,3.52,1.0,27.05.24 - 01:14
464,16,8,60,60,70,0.44999999999999996,no-calib_on-chip,-1,0.154,0.17,0.138,0.215,0.25,0.154,0.17,0.138,0.12,0.25,0.0,0.0,0.0,0.095,0.0,5.346,5.4,5.316,6.385,6.25,6.231,6.44,6.237,5.7,9.0,27.05.24 - 01:18
465,14,14,80,60,70,0.39999999999999997,no-calib_on-chip,44,0.019,0.03,0.02,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.03,0.02,0.095,0.0,4.519,4.84,4.941,6.15,4.0,3.385,3.8,4.079,4.36,3.0,27.05.24 - 01:22
466,18,14,60,40,80,0.35,no-calib_on-chip,49,0.115,0.14,0.125,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.14,0.125,0.155,0.0,4.327,4.35,4.362,5.195,5.0,2.692,2.84,2.737,2.9,3.0,27.05.24 - 01:26
467,14,12,80,60,70,0.44999999999999996,no-calib_on-chip,-1,0.25,0.24,0.237,0.305,0.25,0.25,0.24,0.237,0.21,0.25,0.0,0.0,0.0,0.095,0.0,5.673,5.79,6.039,7.1,5.75,7.923,8.0,8.632,8.22,11.0,27.05.24 - 01:30
468,14,10,60,80,80,0.35,no-calib_on-chip,-1,0.385,0.37,0.388,0.45,0.5,0.0,0.0,0.0,0.0,0.0,0.385,0.37,0.388,0.45,0.5,4.173,4.33,4.855,6.475,3.0,1.154,1.32,1.342,1.22,1.0,27.05.24 - 01:33
469,16,16,80,60,70,0.35,no-calib_on-chip,41,0.019,0.02,0.033,0.12,0.0,0.0,0.0,0.0,0.005,0.0,0.019,0.02,0.033,0.115,0.0,4.154,4.19,4.211,5.365,4.25,3.154,3.12,3.342,3.38,4.0,27.05.24 - 01:37
470,14,8,80,40,80,0.39999999999999997,no-calib_on-chip,47,0.019,0.02,0.013,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.02,0.013,0.08,0.0,4.75,4.99,4.98,5.98,3.75,4.615,5.04,5.105,5.34,5.0,27.05.24 - 01:41
471,14,8,100,60,80,0.44999999999999996,no-calib_on-chip,-1,0.115,0.13,0.158,0.235,0.25,0.115,0.13,0.158,0.145,0.25,0.0,0.0,0.0,0.09,0.0,5.846,6.05,5.987,7.095,5.0,9.846,10.12,9.711,8.96,10.0,27.05.24 - 01:45
472,16,14,100,80,70,0.44999999999999996,no-calib_on-chip,-1,0.269,0.27,0.257,0.32,0.25,0.25,0.25,0.237,0.215,0.25,0.019,0.02,0.02,0.105,0.0,5.808,5.88,6.02,7.045,5.75,10.154,9.64,9.711,9.1,11.0,27.05.24 - 01:49
473,18,14,60,80,70,0.35,no-calib_on-chip,-1,0.269,0.25,0.263,0.325,0.5,0.0,0.0,0.0,0.0,0.0,0.269,0.25,0.263,0.325,0.5,4.096,4.03,4.158,5.425,4.5,1.538,1.84,1.921,1.84,1.0,27.05.24 - 01:53
474,18,10,60,40,90,0.3,no-calib_on-chip,-1,0.442,0.35,0.309,0.305,0.5,0.0,0.0,0.0,0.0,0.0,0.442,0.35,0.309,0.305,0.5,5.75,5.81,5.862,6.455,8.25,2.0,1.96,2.211,2.24,0.0,27.05.24 - 01:56
475,14,8,80,60,80,0.39999999999999997,no-calib_on-chip,49,0.212,0.16,0.125,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.212,0.16,0.125,0.2,0.0,4.212,4.39,4.487,5.64,3.75,2.0,2.2,2.421,2.52,3.0,27.05.24 - 02:00
476,18,16,80,40,90,0.3,no-calib_on-chip,-1,0.288,0.31,0.27,0.295,0.5,0.0,0.0,0.0,0.0,0.0,0.288,0.31,0.27,0.295,0.5,5.558,5.77,5.579,5.965,7.25,1.462,1.28,1.789,2.06,0.0,27.05.24 - 02:04
477,18,8,80,60,90,0.44999999999999996,no-calib_on-chip,28,0.0,0.01,0.007,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.007,0.085,0.0,4.404,4.36,4.467,5.685,4.0,4.538,4.72,5.132,5.2,4.0,27.05.24 - 02:08
478,14,10,80,60,90,0.3,no-calib_on-chip,-1,0.462,0.47,0.454,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.462,0.47,0.454,0.48,0.5,6.077,5.27,5.349,6.485,9.0,0.0,0.0,0.0,0.0,0.0,27.05.24 - 02:12
479,16,14,80,40,80,0.44999999999999996,no-calib_on-chip,-1,0.192,0.16,0.171,0.225,0.5,0.173,0.15,0.164,0.17,0.25,0.019,0.01,0.007,0.055,0.25,6.173,6.12,6.105,6.805,4.75,9.385,9.04,9.105,9.14,5.0,27.05.24 - 02:16
480,16,14,80,60,80,0.44999999999999996,no-calib_on-chip,47,0.077,0.06,0.086,0.155,0.0,0.058,0.05,0.079,0.07,0.0,0.019,0.01,0.007,0.085,0.0,6.192,6.12,6.322,7.18,6.75,9.923,10.24,10.316,9.52,12.0,27.05.24 - 02:20
481,18,14,80,80,70,0.44999999999999996,no-calib_on-chip,-1,0.346,0.31,0.283,0.33,0.25,0.25,0.25,0.243,0.21,0.25,0.096,0.06,0.039,0.12,0.0,7.192,7.4,7.204,8.095,8.75,10.846,11.72,11.605,10.7,15.0,27.05.24 - 02:24
482,16,14,80,40,90,0.39999999999999997,no-calib_on-chip,-1,0.904,0.87,0.882,0.89,1.0,0.0,0.0,0.0,0.0,0.0,0.904,0.87,0.882,0.89,1.0,4.827,4.97,5.02,5.355,7.0,0.385,0.32,0.368,0.28,0.0,27.05.24 - 02:28
