experiment_subnum,plasticity.lambda_plus,plasticity.lambda_minus,plasticity.lambda_h,plasticity.tau_plus,num-epochs_avg,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
115,0.17000000000000004,0.005,0.03,18,24,0.017,0.027,0.071,0.223,0.017,0.017,0.026,0.045,0.037,0.017,0.0,0.001,0.029,0.189,0.0,3.8,3.876,4.551,6.449,3.8,22.05.24 - 09:59
116,0.14,0.0035,0.019999999999999997,18,27,0.066,0.093,0.136,0.285,0.05,0.066,0.082,0.093,0.07,0.05,0.0,0.013,0.051,0.221,0.0,4.027,4.405,5.344,7.158,3.883,22.05.24 - 10:00
117,0.17000000000000004,0.004,0.015,21,-1,0.248,0.239,0.23,0.306,0.267,0.248,0.239,0.229,0.188,0.267,0.0,0.0,0.002,0.122,0.0,4.333,4.333,4.442,5.93,4.333,22.05.24 - 10:01
118,0.13,0.0045000000000000005,0.019999999999999997,16,42,0.057,0.132,0.243,0.41,0.05,0.01,0.007,0.004,0.003,0.017,0.047,0.125,0.239,0.407,0.033,5.429,6.337,7.644,9.272,4.717,22.05.24 - 10:01
119,0.17000000000000004,0.0045000000000000005,0.024999999999999998,19,19,0.05,0.057,0.088,0.222,0.05,0.05,0.057,0.071,0.061,0.05,0.0,0.0,0.02,0.166,0.0,3.8,3.917,4.427,6.217,3.8,22.05.24 - 10:02
120,0.13,0.005,0.019999999999999997,15,-1,0.214,0.281,0.393,0.539,0.167,0.0,0.0,0.0,0.0,0.0,0.214,0.281,0.393,0.539,0.167,7.102,7.947,9.189,10.589,6.283,22.05.24 - 10:02
121,0.14,0.005,0.015,19,27,0.071,0.077,0.128,0.279,0.1,0.067,0.067,0.067,0.051,0.083,0.007,0.015,0.068,0.234,0.017,4.029,4.374,5.41,7.189,4.183,22.05.24 - 10:03
122,0.15000000000000002,0.005,0.01,21,-1,0.249,0.235,0.22,0.317,0.25,0.249,0.234,0.212,0.162,0.25,0.0,0.002,0.013,0.159,0.0,4.35,4.378,4.731,6.407,4.35,22.05.24 - 10:04
123,0.14,0.0045000000000000005,0.019999999999999997,20,58,0.214,0.22,0.245,0.356,0.067,0.134,0.138,0.141,0.109,0.067,0.08,0.083,0.109,0.252,0.0,5.634,5.738,6.354,7.821,4.3,22.05.24 - 10:04
124,0.13,0.003,0.024999999999999998,21,-1,0.367,0.371,0.388,0.458,0.367,0.133,0.144,0.156,0.127,0.1,0.259,0.251,0.259,0.354,0.267,8.904,8.917,8.942,9.733,8.983,22.05.24 - 10:05
125,0.17000000000000004,0.0035,0.015,22,-1,0.283,0.28,0.264,0.319,0.283,0.283,0.28,0.264,0.219,0.283,0.0,0.0,0.0,0.102,0.0,4.383,4.378,4.42,5.742,4.383,22.05.24 - 10:05
126,0.14,0.003,0.01,20,-1,0.317,0.31,0.297,0.379,0.317,0.317,0.31,0.292,0.224,0.317,0.0,0.0,0.009,0.159,0.0,4.383,4.383,4.694,6.441,4.383,22.05.24 - 10:06
127,0.13,0.003,0.019999999999999997,15,40,0.081,0.124,0.225,0.402,0.05,0.057,0.058,0.043,0.032,0.05,0.028,0.074,0.19,0.376,0.0,4.808,5.728,7.135,8.943,4.35,22.05.24 - 10:06
128,0.17000000000000004,0.0035,0.015,18,-1,0.14,0.146,0.171,0.289,0.133,0.137,0.132,0.148,0.115,0.133,0.003,0.013,0.027,0.179,0.0,3.879,4.098,4.714,6.478,3.633,22.05.24 - 10:07
129,0.16000000000000003,0.004,0.01,16,36,0.065,0.087,0.169,0.334,0.05,0.054,0.047,0.036,0.027,0.05,0.02,0.051,0.142,0.313,0.0,4.498,5.199,6.412,8.157,4.05,22.05.24 - 10:08
130,0.17000000000000004,0.0045000000000000005,0.03,20,-1,0.303,0.315,0.341,0.413,0.4,0.19,0.198,0.216,0.177,0.25,0.113,0.119,0.13,0.242,0.15,6.49,6.53,6.828,7.986,7.017,22.05.24 - 10:09
131,0.18000000000000005,0.0045000000000000005,0.019999999999999997,21,27,0.023,0.037,0.062,0.175,0.033,0.021,0.034,0.053,0.053,0.033,0.002,0.003,0.01,0.125,0.0,3.926,3.987,4.198,5.719,4.1,22.05.24 - 10:09
132,0.15000000000000002,0.0045000000000000005,0.01,20,-1,0.314,0.299,0.28,0.372,0.317,0.314,0.299,0.267,0.203,0.317,0.0,0.0,0.02,0.175,0.0,4.283,4.283,4.78,6.522,4.283,22.05.24 - 10:10
133,0.13,0.0045000000000000005,0.019999999999999997,22,-1,0.193,0.218,0.239,0.343,0.357,0.086,0.098,0.102,0.083,0.15,0.116,0.129,0.149,0.27,0.217,6.518,6.856,7.105,8.308,7.8,22.05.24 - 10:10
134,0.14,0.0035,0.015,16,34,0.126,0.14,0.208,0.373,0.107,0.097,0.089,0.068,0.051,0.1,0.041,0.063,0.153,0.331,0.017,5.093,5.78,6.949,8.645,4.633,22.05.24 - 10:11
135,0.16000000000000003,0.0035,0.015,19,-1,0.301,0.294,0.276,0.364,0.3,0.29,0.288,0.268,0.206,0.283,0.011,0.006,0.011,0.162,0.017,4.472,4.41,4.697,6.44,4.483,22.05.24 - 10:12
136,0.18000000000000005,0.0045000000000000005,0.024999999999999998,16,31,0.029,0.061,0.12,0.28,0.017,0.027,0.044,0.05,0.038,0.017,0.002,0.018,0.076,0.247,0.0,3.781,4.212,5.317,7.201,3.7,22.05.24 - 10:12
137,0.13,0.0045000000000000005,0.01,19,-1,0.216,0.2,0.213,0.352,0.233,0.216,0.197,0.148,0.111,0.233,0.0,0.007,0.072,0.246,0.0,4.357,4.682,5.683,7.473,4.317,22.05.24 - 10:13
138,0.15000000000000002,0.0045000000000000005,0.03,16,30,0.018,0.042,0.115,0.296,0.017,0.017,0.029,0.031,0.023,0.017,0.001,0.014,0.089,0.276,0.0,3.934,4.473,5.638,7.634,3.817,22.05.24 - 10:13
139,0.17000000000000004,0.004,0.024999999999999998,22,-1,0.085,0.107,0.104,0.201,0.283,0.057,0.062,0.063,0.063,0.183,0.03,0.047,0.043,0.144,0.1,5.193,5.351,5.361,6.57,6.55,22.05.24 - 10:14
140,0.18000000000000005,0.003,0.019999999999999997,22,-1,0.261,0.248,0.239,0.299,0.267,0.261,0.248,0.239,0.207,0.267,0.0,0.0,0.0,0.094,0.0,4.4,4.392,4.395,5.626,4.417,22.05.24 - 10:15
141,0.17000000000000004,0.004,0.03,16,27,0.017,0.039,0.093,0.264,0.017,0.017,0.034,0.049,0.037,0.017,0.0,0.006,0.05,0.232,0.0,3.803,4.032,4.966,6.987,3.75,22.05.24 - 10:15
142,0.13,0.0045000000000000005,0.015,21,42,0.029,0.036,0.074,0.222,0.033,0.017,0.021,0.03,0.026,0.017,0.013,0.017,0.049,0.201,0.017,3.931,4.21,4.956,6.716,3.967,22.05.24 - 10:16
143,0.17000000000000004,0.005,0.024999999999999998,16,32,0.023,0.056,0.135,0.302,0.017,0.022,0.043,0.038,0.029,0.017,0.001,0.017,0.101,0.277,0.0,3.984,4.628,5.87,7.702,3.917,22.05.24 - 10:16
144,0.14,0.005,0.03,22,-1,0.439,0.443,0.448,0.504,0.464,0.124,0.13,0.137,0.111,0.167,0.342,0.342,0.344,0.421,0.317,9.647,9.616,9.68,10.291,9.117,22.05.24 - 10:17
145,0.13,0.004,0.03,17,31,0.0,0.028,0.1,0.281,0.0,0.0,0.017,0.031,0.023,0.0,0.0,0.013,0.074,0.262,0.0,3.78,4.242,5.367,7.388,3.767,22.05.24 - 10:18
146,0.18000000000000005,0.0035,0.015,17,38,0.113,0.121,0.148,0.283,0.083,0.113,0.114,0.118,0.091,0.083,0.0,0.008,0.036,0.198,0.0,3.973,4.118,4.919,6.74,3.867,22.05.24 - 10:19
147,0.15000000000000002,0.0045000000000000005,0.024999999999999998,17,29,0.018,0.043,0.107,0.275,0.017,0.018,0.034,0.041,0.031,0.017,0.0,0.011,0.071,0.248,0.0,3.818,4.292,5.414,7.328,3.817,22.05.24 - 10:19
148,0.16000000000000003,0.003,0.01,16,-1,0.257,0.25,0.257,0.39,0.267,0.257,0.242,0.187,0.141,0.267,0.0,0.011,0.079,0.256,0.0,4.312,4.695,5.751,7.576,4.25,22.05.24 - 10:20
149,0.13,0.005,0.03,21,-1,0.512,0.513,0.518,0.572,0.535,0.13,0.134,0.137,0.106,0.117,0.419,0.415,0.419,0.497,0.467,10.477,10.509,10.592,11.12,11.133,22.05.24 - 10:20
150,0.13,0.003,0.024999999999999998,16,36,0.012,0.055,0.13,0.312,0.0,0.011,0.037,0.042,0.031,0.0,0.001,0.021,0.093,0.284,0.0,3.887,4.474,5.661,7.675,3.767,22.05.24 - 10:21
151,0.13,0.004,0.015,15,-1,0.202,0.282,0.374,0.519,0.15,0.001,0.001,0.0,0.0,0.0,0.201,0.282,0.374,0.519,0.15,7.12,8.06,9.053,10.434,6.217,22.05.24 - 10:22
152,0.14,0.003,0.019999999999999997,15,39,0.077,0.122,0.205,0.382,0.05,0.059,0.068,0.053,0.04,0.05,0.021,0.06,0.16,0.348,0.0,4.548,5.398,6.735,8.59,3.917,22.05.24 - 10:22
153,0.16000000000000003,0.005,0.015,19,24,0.081,0.075,0.096,0.24,0.1,0.081,0.073,0.072,0.056,0.1,0.0,0.004,0.03,0.189,0.0,3.816,3.858,4.616,6.46,3.817,22.05.24 - 10:23
154,0.18000000000000005,0.003,0.015,19,-1,0.317,0.314,0.306,0.373,0.317,0.317,0.314,0.306,0.243,0.317,0.0,0.0,0.001,0.133,0.0,4.483,4.483,4.616,6.176,4.483,22.05.24 - 10:23
155,0.13,0.004,0.024999999999999998,19,30,0.021,0.056,0.104,0.258,0.017,0.021,0.05,0.065,0.05,0.017,0.0,0.007,0.044,0.212,0.0,3.8,3.996,4.872,6.777,3.767,22.05.24 - 10:24
156,0.17000000000000004,0.0045000000000000005,0.024999999999999998,16,32,0.022,0.058,0.127,0.295,0.017,0.022,0.048,0.051,0.038,0.017,0.0,0.012,0.082,0.261,0.0,3.851,4.354,5.558,7.462,3.717,22.05.24 - 10:25
157,0.15000000000000002,0.005,0.03,22,-1,0.383,0.399,0.406,0.463,0.264,0.121,0.127,0.139,0.115,0.1,0.287,0.3,0.298,0.375,0.183,9.023,9.088,9.18,9.814,9.2,22.05.24 - 10:25
158,0.16000000000000003,0.005,0.024999999999999998,20,-1,0.325,0.307,0.312,0.394,0.174,0.237,0.219,0.209,0.165,0.167,0.093,0.092,0.107,0.235,0.017,6.387,6.255,6.543,7.884,5.233,22.05.24 - 10:26
159,0.14,0.0035,0.01,16,38,0.07,0.106,0.205,0.371,0.057,0.057,0.052,0.041,0.031,0.05,0.027,0.066,0.174,0.347,0.017,4.964,5.805,7.037,8.711,3.85,22.05.24 - 10:26
160,0.16000000000000003,0.003,0.015,16,28,0.094,0.099,0.147,0.303,0.117,0.084,0.084,0.08,0.06,0.1,0.014,0.022,0.076,0.251,0.017,4.37,4.726,5.73,7.536,4.333,22.05.24 - 10:27
161,0.16000000000000003,0.0035,0.024999999999999998,22,58,0.102,0.111,0.126,0.231,0.117,0.049,0.062,0.07,0.069,0.033,0.053,0.051,0.059,0.168,0.083,5.299,5.448,5.671,6.92,5.017,22.05.24 - 10:27
162,0.15000000000000002,0.003,0.01,20,-1,0.3,0.296,0.284,0.362,0.3,0.3,0.296,0.281,0.219,0.3,0.0,0.0,0.005,0.146,0.0,4.317,4.317,4.525,6.207,4.317,22.05.24 - 10:28
163,0.16000000000000003,0.004,0.01,20,-1,0.3,0.295,0.283,0.363,0.3,0.3,0.295,0.279,0.215,0.3,0.0,0.0,0.006,0.151,0.0,4.333,4.333,4.567,6.26,4.333,22.05.24 - 10:29
164,0.14,0.0045000000000000005,0.01,20,-1,0.299,0.285,0.269,0.372,0.317,0.299,0.285,0.248,0.186,0.317,0.0,0.0,0.029,0.192,0.0,4.317,4.362,5.009,6.766,4.317,22.05.24 - 10:29
165,0.16000000000000003,0.003,0.024999999999999998,16,32,0.054,0.077,0.127,0.285,0.033,0.054,0.069,0.079,0.06,0.033,0.0,0.008,0.053,0.229,0.0,3.773,4.106,5.118,7.049,3.733,22.05.24 - 10:30
166,0.13,0.005,0.01,15,-1,0.402,0.421,0.496,0.622,0.35,0.0,0.0,0.0,0.0,0.0,0.402,0.421,0.496,0.622,0.35,9.322,9.624,10.319,11.489,8.667,22.05.24 - 10:30
167,0.15000000000000002,0.003,0.024999999999999998,18,26,0.064,0.076,0.115,0.251,0.05,0.064,0.073,0.089,0.073,0.05,0.0,0.004,0.03,0.183,0.0,3.8,3.914,4.642,6.481,3.8,22.05.24 - 10:31
168,0.14,0.005,0.01,20,-1,0.279,0.269,0.251,0.365,0.3,0.279,0.268,0.223,0.167,0.3,0.0,0.001,0.034,0.202,0.0,4.383,4.461,5.201,6.963,4.383,22.05.24 - 10:32
169,0.13,0.004,0.024999999999999998,17,33,0.025,0.063,0.139,0.314,0.017,0.022,0.042,0.042,0.032,0.017,0.003,0.025,0.103,0.287,0.0,3.896,4.504,5.763,7.702,3.733,22.05.24 - 10:32
170,0.14,0.0035,0.019999999999999997,15,41,0.067,0.12,0.216,0.39,0.05,0.038,0.041,0.029,0.021,0.033,0.034,0.084,0.191,0.371,0.017,4.933,5.832,7.157,8.906,4.367,22.05.24 - 10:33
171,0.15000000000000002,0.005,0.024999999999999998,21,-1,0.384,0.375,0.383,0.449,0.38,0.137,0.14,0.141,0.114,0.133,0.271,0.261,0.269,0.359,0.267,8.662,8.657,8.741,9.533,8.833,22.05.24 - 10:34
172,0.18000000000000005,0.005,0.015,16,30,0.064,0.073,0.158,0.315,0.057,0.052,0.043,0.033,0.025,0.05,0.018,0.036,0.13,0.295,0.017,4.459,5.216,6.431,8.084,4.083,22.05.24 - 10:34
173,0.16000000000000003,0.004,0.024999999999999998,15,35,0.024,0.074,0.157,0.34,0.017,0.022,0.047,0.038,0.029,0.017,0.002,0.033,0.127,0.317,0.0,4.191,4.977,6.287,8.205,3.75,22.05.24 - 10:35
174,0.18000000000000005,0.003,0.024999999999999998,16,22,0.067,0.079,0.121,0.269,0.067,0.067,0.074,0.084,0.066,0.067,0.0,0.004,0.041,0.207,0.0,3.833,4.011,4.886,6.768,3.8,22.05.24 - 10:35
175,0.16000000000000003,0.003,0.019999999999999997,19,23,0.07,0.076,0.09,0.221,0.05,0.07,0.074,0.082,0.072,0.05,0.0,0.002,0.01,0.154,0.0,3.89,3.929,4.369,6.113,3.783,22.05.24 - 10:36
176,0.18000000000000005,0.004,0.01,19,-1,0.317,0.312,0.299,0.375,0.317,0.317,0.312,0.296,0.229,0.317,0.0,0.0,0.006,0.149,0.0,4.4,4.4,4.624,6.287,4.4,22.05.24 - 10:37
177,0.15000000000000002,0.0045000000000000005,0.019999999999999997,21,58,0.136,0.14,0.163,0.273,0.074,0.063,0.066,0.078,0.066,0.067,0.076,0.077,0.09,0.213,0.017,5.591,5.701,6.089,7.426,4.667,22.05.24 - 10:37
178,0.18000000000000005,0.0045000000000000005,0.015,19,-1,0.3,0.294,0.278,0.359,0.3,0.3,0.294,0.276,0.211,0.3,0.0,0.0,0.004,0.151,0.0,4.317,4.317,4.542,6.248,4.317,22.05.24 - 10:38
179,0.18000000000000005,0.005,0.024999999999999998,21,-1,0.149,0.139,0.154,0.255,0.197,0.07,0.067,0.075,0.069,0.117,0.083,0.074,0.083,0.192,0.1,5.722,5.719,5.998,7.211,6.317,22.05.24 - 10:39
180,0.14,0.0045000000000000005,0.03,19,23,0.033,0.042,0.084,0.236,0.033,0.033,0.041,0.059,0.047,0.033,0.0,0.001,0.028,0.191,0.0,3.767,3.873,4.588,6.513,3.767,22.05.24 - 10:39
181,0.16000000000000003,0.0045000000000000005,0.03,16,28,0.017,0.038,0.106,0.285,0.017,0.017,0.029,0.037,0.028,0.017,0.0,0.011,0.074,0.261,0.0,3.901,4.283,5.389,7.39,3.767,22.05.24 - 10:40
182,0.15000000000000002,0.004,0.024999999999999998,22,-1,0.23,0.223,0.236,0.324,0.25,0.104,0.104,0.109,0.094,0.117,0.136,0.129,0.139,0.242,0.133,7.05,7.007,7.096,8.131,7.25,22.05.24 - 10:40
183,0.13,0.0035,0.015,18,27,0.098,0.1,0.145,0.301,0.083,0.081,0.081,0.077,0.057,0.083,0.021,0.026,0.078,0.251,0.0,4.391,4.675,5.678,7.493,4.15,22.05.24 - 10:41
184,0.17000000000000004,0.004,0.01,18,-1,0.293,0.282,0.27,0.372,0.3,0.293,0.282,0.249,0.188,0.3,0.0,0.0,0.027,0.188,0.0,4.283,4.316,4.94,6.709,4.283,22.05.24 - 10:42
185,0.13,0.003,0.019999999999999997,21,-1,0.175,0.195,0.222,0.33,0.19,0.079,0.096,0.105,0.089,0.133,0.101,0.106,0.127,0.251,0.067,6.371,6.697,6.945,8.172,6.833,22.05.24 - 10:42
186,0.15000000000000002,0.005,0.024999999999999998,18,28,0.021,0.052,0.108,0.265,0.017,0.021,0.041,0.053,0.04,0.017,0.0,0.012,0.061,0.23,0.0,3.891,4.066,5.149,7.036,3.767,22.05.24 - 10:43
187,0.13,0.004,0.024999999999999998,22,-1,0.357,0.381,0.395,0.455,0.394,0.124,0.139,0.148,0.119,0.117,0.256,0.268,0.274,0.36,0.317,8.708,8.775,8.907,9.648,9.1,22.05.24 - 10:43
188,0.15000000000000002,0.004,0.01,22,-1,0.283,0.281,0.266,0.334,0.283,0.283,0.281,0.265,0.211,0.283,0.0,0.0,0.002,0.127,0.0,4.417,4.414,4.536,6.047,4.417,22.05.24 - 10:44
189,0.18000000000000005,0.004,0.015,15,33,0.092,0.102,0.184,0.345,0.124,0.076,0.064,0.05,0.038,0.1,0.026,0.045,0.142,0.314,0.033,5.006,5.663,6.848,8.483,4.75,22.05.24 - 10:45
190,0.17000000000000004,0.0035,0.019999999999999997,15,36,0.092,0.128,0.201,0.361,0.067,0.08,0.09,0.077,0.058,0.067,0.012,0.043,0.131,0.309,0.0,4.224,5.034,6.356,8.151,3.917,22.05.24 - 10:45
191,0.13,0.003,0.024999999999999998,15,38,0.039,0.094,0.175,0.365,0.017,0.034,0.058,0.049,0.036,0.017,0.006,0.041,0.133,0.333,0.0,4.339,5.081,6.382,8.378,3.983,22.05.24 - 10:46
192,0.17000000000000004,0.0045000000000000005,0.03,22,-1,0.289,0.295,0.302,0.367,0.385,0.121,0.13,0.133,0.118,0.133,0.183,0.179,0.184,0.264,0.3,7.711,7.788,7.833,8.604,9.017,22.05.24 - 10:46
193,0.18000000000000005,0.003,0.024999999999999998,20,52,0.147,0.147,0.156,0.255,0.133,0.119,0.124,0.128,0.115,0.117,0.028,0.023,0.028,0.144,0.017,4.626,4.619,4.833,6.259,4.283,22.05.24 - 10:47
194,0.17000000000000004,0.004,0.015,15,34,0.114,0.117,0.202,0.368,0.124,0.076,0.058,0.041,0.031,0.083,0.054,0.071,0.17,0.344,0.05,5.361,6.051,7.171,8.812,4.6,22.05.24 - 10:47
195,0.14,0.003,0.019999999999999997,22,54,0.03,0.033,0.053,0.18,0.0,0.021,0.022,0.035,0.04,0.0,0.009,0.011,0.019,0.144,0.0,4.412,4.393,4.665,6.198,3.883,22.05.24 - 10:48
196,0.13,0.0035,0.01,15,49,0.176,0.283,0.368,0.509,0.124,0.018,0.009,0.006,0.004,0.017,0.169,0.279,0.365,0.507,0.117,7.52,8.331,9.165,10.466,6.8,22.05.24 - 10:49
197,0.16000000000000003,0.0045000000000000005,0.015,15,41,0.129,0.182,0.273,0.427,0.107,0.052,0.031,0.021,0.016,0.067,0.086,0.158,0.257,0.415,0.05,6.272,7.19,8.159,9.605,5.767,22.05.24 - 10:49
198,0.15000000000000002,0.005,0.01,17,39,0.056,0.096,0.187,0.347,0.074,0.042,0.035,0.026,0.02,0.067,0.021,0.067,0.165,0.33,0.017,4.917,5.607,6.737,8.401,4.8,22.05.24 - 10:50
199,0.17000000000000004,0.005,0.01,21,-1,0.267,0.26,0.241,0.317,0.267,0.267,0.26,0.239,0.187,0.267,0.0,0.0,0.005,0.134,0.0,4.3,4.292,4.474,6.027,4.3,22.05.24 - 10:50
200,0.16000000000000003,0.003,0.01,22,-1,0.298,0.291,0.284,0.348,0.3,0.298,0.291,0.284,0.234,0.3,0.0,0.0,0.0,0.117,0.0,4.45,4.45,4.473,5.879,4.45,22.05.24 - 10:51
201,0.17000000000000004,0.0035,0.01,15,-1,0.134,0.174,0.241,0.398,0.117,0.094,0.104,0.076,0.057,0.1,0.051,0.083,0.177,0.349,0.017,5.108,5.878,7.016,8.695,4.433,22.05.24 - 10:52
202,0.13,0.004,0.019999999999999997,20,-1,0.277,0.277,0.301,0.402,0.3,0.197,0.18,0.182,0.14,0.217,0.083,0.101,0.127,0.27,0.083,6.209,6.458,7.004,8.344,5.917,22.05.24 - 10:53
203,0.13,0.003,0.01,19,-1,0.303,0.288,0.272,0.384,0.317,0.303,0.288,0.251,0.19,0.317,0.0,0.0,0.027,0.2,0.0,4.25,4.296,5.005,6.861,4.25,22.05.24 - 10:53
204,0.18000000000000005,0.0045000000000000005,0.03,16,30,0.001,0.032,0.088,0.253,0.0,0.001,0.029,0.044,0.033,0.0,0.0,0.003,0.049,0.224,0.0,3.767,3.973,5.005,6.949,3.767,22.05.24 - 10:54
205,0.14,0.003,0.015,20,-1,0.174,0.216,0.224,0.326,0.167,0.153,0.194,0.206,0.161,0.15,0.021,0.022,0.021,0.169,0.017,4.33,4.656,4.846,6.535,3.917,22.05.24 - 10:54
206,0.14,0.003,0.01,22,-1,0.283,0.279,0.266,0.341,0.283,0.283,0.279,0.264,0.211,0.283,0.0,0.0,0.002,0.133,0.0,4.333,4.327,4.464,6.041,4.333,22.05.24 - 10:55
207,0.14,0.005,0.024999999999999998,20,-1,0.339,0.352,0.371,0.453,0.367,0.198,0.206,0.211,0.161,0.183,0.144,0.154,0.175,0.304,0.183,6.959,7.227,7.73,8.911,6.8,22.05.24 - 10:55
208,0.17000000000000004,0.0045000000000000005,0.01,20,-1,0.317,0.309,0.293,0.367,0.317,0.317,0.309,0.289,0.223,0.317,0.0,0.0,0.009,0.148,0.0,4.283,4.283,4.537,6.173,4.283,22.05.24 - 10:56
209,0.16000000000000003,0.0045000000000000005,0.01,16,46,0.067,0.114,0.206,0.366,0.033,0.042,0.041,0.03,0.022,0.033,0.031,0.078,0.181,0.347,0.0,5.114,5.897,7.027,8.651,4.383,22.05.24 - 10:57
210,0.18000000000000005,0.004,0.024999999999999998,21,-1,0.125,0.095,0.117,0.215,0.24,0.066,0.051,0.064,0.061,0.15,0.061,0.045,0.056,0.159,0.1,5.373,5.186,5.507,6.712,5.983,22.05.24 - 10:57
211,0.14,0.005,0.024999999999999998,21,-1,0.379,0.405,0.418,0.485,0.271,0.127,0.142,0.14,0.111,0.15,0.273,0.289,0.302,0.396,0.15,9.023,9.218,9.326,10.042,8.267,22.05.24 - 10:58
212,0.14,0.0035,0.024999999999999998,20,-1,0.303,0.315,0.337,0.417,0.4,0.189,0.197,0.21,0.167,0.233,0.114,0.119,0.13,0.256,0.167,6.582,6.575,6.874,8.169,7.05,22.05.24 - 10:59
213,0.17000000000000004,0.003,0.01,15,46,0.178,0.189,0.231,0.384,0.133,0.149,0.152,0.113,0.084,0.1,0.037,0.049,0.13,0.309,0.033,5.09,5.57,6.635,8.357,4.65,22.05.24 - 10:59
214,0.16000000000000003,0.004,0.019999999999999997,21,49,0.03,0.028,0.051,0.177,0.033,0.02,0.02,0.033,0.036,0.0,0.01,0.008,0.019,0.144,0.033,4.053,4.041,4.409,6.028,4.033,22.05.24 - 11:00
215,0.15000000000000002,0.003,0.015,15,38,0.153,0.174,0.25,0.404,0.107,0.094,0.09,0.071,0.053,0.1,0.066,0.091,0.188,0.358,0.017,5.33,6.049,7.24,8.863,4.583,22.05.24 - 11:01
216,0.18000000000000005,0.0045000000000000005,0.019999999999999997,19,25,0.088,0.092,0.111,0.233,0.083,0.088,0.092,0.101,0.085,0.083,0.0,0.001,0.013,0.152,0.0,3.853,3.892,4.347,6.077,3.817,22.05.24 - 11:01
217,0.14,0.004,0.024999999999999998,19,25,0.033,0.051,0.092,0.239,0.033,0.033,0.05,0.063,0.051,0.033,0.0,0.002,0.032,0.192,0.0,3.75,3.873,4.613,6.511,3.75,22.05.24 - 11:02
218,0.17000000000000004,0.005,0.01,16,44,0.175,0.167,0.234,0.387,0.157,0.117,0.077,0.051,0.038,0.117,0.066,0.094,0.186,0.351,0.05,5.717,6.18,7.138,8.734,5.35,22.05.24 - 11:03
219,0.13,0.005,0.01,19,-1,0.183,0.175,0.211,0.355,0.183,0.183,0.154,0.111,0.084,0.183,0.0,0.023,0.104,0.274,0.0,4.468,4.929,6.03,7.775,4.217,22.05.24 - 11:03
220,0.17000000000000004,0.0035,0.03,19,27,0.037,0.049,0.074,0.198,0.017,0.037,0.049,0.065,0.059,0.017,0.0,0.0,0.01,0.141,0.0,3.75,3.761,4.117,5.856,3.75,22.05.24 - 11:04
221,0.14,0.0045000000000000005,0.03,16,32,0.022,0.051,0.131,0.317,0.017,0.02,0.027,0.023,0.017,0.017,0.002,0.024,0.111,0.302,0.0,4.103,4.768,6.011,7.982,3.8,22.05.24 - 11:05
222,0.18000000000000005,0.003,0.015,22,-1,0.29,0.287,0.28,0.33,0.3,0.29,0.287,0.28,0.232,0.3,0.0,0.0,0.0,0.1,0.0,4.417,4.417,4.427,5.69,4.417,22.05.24 - 11:05
223,0.13,0.0045000000000000005,0.03,19,25,0.017,0.028,0.076,0.241,0.017,0.017,0.025,0.041,0.032,0.017,0.0,0.003,0.039,0.212,0.0,3.813,3.977,4.754,6.737,3.8,22.05.24 - 11:06
224,0.13,0.003,0.024999999999999998,19,29,0.036,0.052,0.089,0.236,0.017,0.036,0.051,0.065,0.052,0.017,0.0,0.002,0.026,0.187,0.0,3.733,3.828,4.491,6.414,3.733,22.05.24 - 11:07
225,0.13,0.0035,0.024999999999999998,20,-1,0.329,0.357,0.381,0.46,0.383,0.2,0.212,0.225,0.175,0.25,0.13,0.148,0.166,0.294,0.133,6.763,7.189,7.544,8.756,6.517,22.05.24 - 11:07
226,0.17000000000000004,0.004,0.024999999999999998,21,58,0.14,0.165,0.177,0.269,0.133,0.079,0.083,0.089,0.08,0.083,0.066,0.087,0.094,0.197,0.05,6.076,6.209,6.402,7.489,5.783,22.05.24 - 11:08
227,0.16000000000000003,0.003,0.03,17,30,0.038,0.056,0.092,0.239,0.017,0.038,0.054,0.069,0.056,0.017,0.0,0.002,0.025,0.186,0.0,3.767,3.855,4.528,6.439,3.767,22.05.24 - 11:09
228,0.18000000000000005,0.0035,0.01,20,-1,0.3,0.299,0.292,0.355,0.3,0.3,0.299,0.29,0.23,0.3,0.0,0.0,0.003,0.128,0.0,4.3,4.3,4.395,5.918,4.3,22.05.24 - 11:09
229,0.18000000000000005,0.0045000000000000005,0.015,21,-1,0.267,0.256,0.241,0.311,0.267,0.267,0.256,0.24,0.195,0.267,0.0,0.0,0.002,0.12,0.0,4.36,4.355,4.448,5.92,4.383,22.05.24 - 11:10
230,0.15000000000000002,0.0045000000000000005,0.015,18,26,0.073,0.077,0.127,0.278,0.067,0.066,0.067,0.065,0.049,0.067,0.014,0.018,0.071,0.236,0.0,4.11,4.428,5.448,7.226,4.017,22.05.24 - 11:11
