experiment_subnum,plasticity.lambda_plus,plasticity.lambda_minus,plasticity.lambda_h,plasticity.tau_plus,num-epochs_avg,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
1026,0.16000000000000003,0.003,0.01,19,-1,0.3,0.294,0.286,0.371,0.3,0.3,0.294,0.279,0.215,0.3,0.0,0.0,0.01,0.16,0.0,4.367,4.367,4.649,6.397,4.367,22.05.24 - 19:10
1027,0.15000000000000002,0.005,0.03,20,-1,0.384,0.413,0.428,0.497,0.567,0.193,0.222,0.23,0.18,0.25,0.199,0.199,0.212,0.329,0.317,7.7,8.053,8.409,9.396,8.633,22.05.24 - 19:10
1028,0.16000000000000003,0.0035,0.03,19,28,0.036,0.052,0.077,0.211,0.017,0.036,0.052,0.065,0.058,0.017,0.0,0.001,0.013,0.156,0.0,3.733,3.761,4.179,5.994,3.733,22.05.24 - 19:11
1029,0.17000000000000004,0.0045000000000000005,0.01,17,-1,0.231,0.22,0.228,0.363,0.233,0.231,0.214,0.165,0.124,0.233,0.0,0.01,0.071,0.246,0.0,4.327,4.697,5.68,7.463,4.3,22.05.24 - 19:12
1030,0.18000000000000005,0.004,0.01,21,-1,0.293,0.288,0.279,0.344,0.3,0.293,0.288,0.279,0.227,0.3,0.0,0.0,0.0,0.119,0.0,4.417,4.417,4.445,5.89,4.417,22.05.24 - 19:12
1031,0.17000000000000004,0.0035,0.024999999999999998,21,57,0.122,0.12,0.135,0.24,0.074,0.063,0.064,0.07,0.068,0.033,0.062,0.059,0.069,0.178,0.05,5.632,5.69,5.923,7.123,5.017,22.05.24 - 19:13
1032,0.16000000000000003,0.0035,0.03,17,27,0.018,0.046,0.089,0.246,0.017,0.018,0.043,0.059,0.047,0.017,0.0,0.004,0.032,0.202,0.0,3.811,3.93,4.631,6.628,3.8,22.05.24 - 19:14
1033,0.17000000000000004,0.0035,0.03,22,-1,0.228,0.255,0.263,0.334,0.23,0.099,0.128,0.139,0.126,0.1,0.142,0.141,0.14,0.224,0.15,7.421,7.473,7.485,8.265,7.65,22.05.24 - 19:14
1034,0.17000000000000004,0.004,0.024999999999999998,16,32,0.033,0.063,0.123,0.283,0.017,0.033,0.049,0.057,0.043,0.017,0.0,0.015,0.071,0.244,0.0,3.869,4.278,5.387,7.263,3.733,22.05.24 - 19:15
1035,0.18000000000000005,0.004,0.03,22,59,0.193,0.204,0.199,0.282,0.1,0.087,0.099,0.097,0.093,0.033,0.111,0.113,0.11,0.198,0.067,6.533,6.634,6.644,7.579,5.85,22.05.24 - 19:15
1036,0.17000000000000004,0.005,0.03,17,26,0.017,0.027,0.078,0.244,0.017,0.017,0.026,0.043,0.032,0.017,0.0,0.001,0.04,0.215,0.0,3.717,3.898,4.831,6.794,3.717,22.05.24 - 19:16
1037,0.15000000000000002,0.0045000000000000005,0.015,15,48,0.158,0.228,0.326,0.472,0.107,0.019,0.009,0.006,0.005,0.033,0.148,0.223,0.322,0.469,0.083,6.596,7.603,8.677,10.047,6.05,22.05.24 - 19:17
1038,0.15000000000000002,0.0035,0.024999999999999998,16,33,0.031,0.065,0.129,0.301,0.017,0.031,0.049,0.053,0.039,0.017,0.0,0.018,0.083,0.266,0.0,3.859,4.37,5.536,7.492,3.75,22.05.24 - 19:17
1039,0.13,0.004,0.03,16,34,0.006,0.033,0.124,0.317,0.0,0.0,0.013,0.016,0.012,0.0,0.006,0.022,0.111,0.307,0.0,4.033,4.689,5.988,7.996,3.817,22.05.24 - 19:18
1040,0.18000000000000005,0.004,0.019999999999999997,15,34,0.073,0.113,0.184,0.341,0.067,0.067,0.079,0.065,0.049,0.067,0.007,0.041,0.128,0.299,0.0,4.12,5.015,6.283,8.036,3.867,22.05.24 - 19:18
1041,0.16000000000000003,0.0045000000000000005,0.03,21,-1,0.372,0.386,0.403,0.461,0.29,0.119,0.132,0.148,0.123,0.1,0.27,0.274,0.281,0.361,0.2,9.033,8.976,9.074,9.736,8.617,22.05.24 - 19:19
1042,0.16000000000000003,0.005,0.01,15,-1,0.219,0.303,0.371,0.506,0.15,0.004,0.002,0.001,0.001,0.0,0.217,0.302,0.37,0.505,0.15,7.523,8.316,9.034,10.314,6.717,22.05.24 - 19:19
1043,0.15000000000000002,0.004,0.019999999999999997,21,-1,0.133,0.11,0.126,0.247,0.15,0.068,0.057,0.064,0.059,0.117,0.069,0.056,0.066,0.193,0.033,5.51,5.391,5.657,7.084,5.983,22.05.24 - 19:20
1044,0.13,0.004,0.01,18,-1,0.198,0.196,0.225,0.365,0.2,0.198,0.176,0.129,0.096,0.2,0.0,0.027,0.105,0.276,0.0,4.38,4.907,6.023,7.78,4.383,22.05.24 - 19:20
1045,0.13,0.005,0.019999999999999997,22,59,0.252,0.256,0.272,0.37,0.14,0.094,0.101,0.104,0.081,0.017,0.169,0.167,0.181,0.3,0.133,6.968,7.136,7.384,8.545,6.05,22.05.24 - 19:21
1046,0.13,0.0045000000000000005,0.024999999999999998,15,45,0.064,0.148,0.27,0.441,0.033,0.001,0.002,0.001,0.001,0.0,0.063,0.146,0.269,0.44,0.033,5.679,6.58,7.932,9.593,5.283,22.05.24 - 19:22
1047,0.18000000000000005,0.005,0.024999999999999998,16,32,0.031,0.062,0.13,0.292,0.017,0.03,0.045,0.044,0.033,0.017,0.001,0.019,0.092,0.264,0.0,3.922,4.448,5.639,7.489,3.917,22.05.24 - 19:22
1048,0.16000000000000003,0.004,0.024999999999999998,16,33,0.026,0.063,0.131,0.298,0.017,0.026,0.046,0.05,0.037,0.017,0.0,0.019,0.087,0.265,0.0,3.797,4.374,5.546,7.456,3.717,22.05.24 - 19:23
1049,0.18000000000000005,0.0045000000000000005,0.024999999999999998,22,52,0.04,0.042,0.046,0.158,0.017,0.026,0.027,0.029,0.04,0.017,0.014,0.015,0.019,0.122,0.0,4.2,4.253,4.427,5.846,3.767,22.05.24 - 19:24
1050,0.15000000000000002,0.004,0.024999999999999998,17,32,0.027,0.061,0.119,0.28,0.017,0.027,0.053,0.064,0.048,0.017,0.0,0.009,0.062,0.237,0.0,3.847,4.196,5.304,7.191,3.767,22.05.24 - 19:24
1051,0.16000000000000003,0.0045000000000000005,0.03,17,27,0.017,0.034,0.089,0.252,0.017,0.017,0.03,0.049,0.037,0.017,0.0,0.004,0.046,0.22,0.0,3.733,3.958,4.85,6.82,3.733,22.05.24 - 19:25
1052,0.16000000000000003,0.004,0.015,18,29,0.079,0.084,0.117,0.264,0.083,0.076,0.078,0.086,0.066,0.083,0.006,0.01,0.039,0.205,0.0,3.949,4.132,4.889,6.739,3.65,22.05.24 - 19:25
1053,0.13,0.004,0.01,22,-1,0.266,0.251,0.234,0.332,0.267,0.266,0.251,0.229,0.177,0.267,0.0,0.0,0.01,0.159,0.0,4.308,4.303,4.633,6.382,4.317,22.05.24 - 19:26
1054,0.14,0.004,0.03,16,32,0.001,0.029,0.11,0.297,0.0,0.0,0.017,0.025,0.019,0.0,0.001,0.014,0.09,0.283,0.0,3.8,4.393,5.621,7.648,3.733,22.05.24 - 19:27
1055,0.17000000000000004,0.003,0.019999999999999997,22,-1,0.238,0.227,0.225,0.292,0.25,0.238,0.227,0.225,0.192,0.25,0.0,0.0,0.0,0.102,0.0,4.344,4.347,4.369,5.68,4.35,22.05.24 - 19:27
1056,0.18000000000000005,0.0045000000000000005,0.019999999999999997,17,22,0.083,0.094,0.12,0.269,0.067,0.081,0.084,0.083,0.063,0.067,0.006,0.014,0.046,0.213,0.0,4.096,4.396,5.209,7.008,3.767,22.05.24 - 19:28
1057,0.18000000000000005,0.003,0.01,19,-1,0.3,0.297,0.29,0.361,0.3,0.3,0.297,0.286,0.226,0.3,0.0,0.0,0.004,0.138,0.0,4.317,4.317,4.48,6.094,4.317,22.05.24 - 19:28
1058,0.16000000000000003,0.003,0.015,20,-1,0.317,0.314,0.3,0.368,0.317,0.317,0.314,0.299,0.238,0.317,0.0,0.0,0.002,0.134,0.0,4.367,4.367,4.516,6.111,4.367,22.05.24 - 19:29
1059,0.13,0.003,0.015,18,29,0.106,0.106,0.146,0.302,0.1,0.093,0.092,0.093,0.07,0.1,0.014,0.017,0.06,0.238,0.0,4.286,4.587,5.49,7.338,4.167,22.05.24 - 19:29
1060,0.13,0.0045000000000000005,0.01,17,39,0.071,0.121,0.224,0.384,0.074,0.031,0.019,0.013,0.01,0.05,0.05,0.108,0.215,0.378,0.033,5.594,6.475,7.522,9.075,4.617,22.05.24 - 19:30
1061,0.14,0.005,0.01,19,-1,0.207,0.196,0.21,0.34,0.217,0.207,0.19,0.144,0.108,0.217,0.0,0.012,0.074,0.238,0.0,4.21,4.599,5.553,7.28,4.183,22.05.24 - 19:31
1062,0.16000000000000003,0.0035,0.015,22,-1,0.278,0.271,0.253,0.322,0.283,0.278,0.271,0.253,0.207,0.283,0.0,0.0,0.001,0.118,0.0,4.378,4.359,4.423,5.866,4.383,22.05.24 - 19:31
1063,0.16000000000000003,0.005,0.03,16,30,0.018,0.038,0.114,0.292,0.017,0.018,0.026,0.022,0.016,0.017,0.0,0.014,0.094,0.277,0.0,3.809,4.414,5.627,7.583,3.767,22.05.24 - 19:32
1064,0.17000000000000004,0.004,0.01,20,-1,0.317,0.313,0.3,0.37,0.317,0.317,0.313,0.297,0.233,0.317,0.0,0.0,0.006,0.142,0.0,4.35,4.35,4.556,6.152,4.35,22.05.24 - 19:32
1065,0.15000000000000002,0.005,0.03,16,34,0.012,0.042,0.127,0.314,0.0,0.012,0.019,0.015,0.011,0.0,0.0,0.023,0.113,0.303,0.0,3.951,4.699,5.93,7.923,3.8,22.05.24 - 19:33
1066,0.16000000000000003,0.0035,0.015,20,-1,0.317,0.313,0.297,0.368,0.317,0.317,0.313,0.295,0.231,0.317,0.0,0.0,0.003,0.14,0.0,4.35,4.35,4.538,6.162,4.35,22.05.24 - 19:34
1067,0.17000000000000004,0.005,0.03,21,-1,0.33,0.347,0.368,0.429,0.264,0.101,0.114,0.132,0.114,0.083,0.248,0.252,0.26,0.338,0.2,8.702,8.659,8.746,9.448,8.117,22.05.24 - 19:34
1068,0.16000000000000003,0.0035,0.024999999999999998,19,21,0.017,0.029,0.057,0.197,0.017,0.017,0.029,0.045,0.042,0.017,0.0,0.0,0.014,0.158,0.0,3.717,3.758,4.233,6.036,3.717,22.05.24 - 19:35
1069,0.13,0.0035,0.03,17,28,0.017,0.039,0.099,0.275,0.017,0.017,0.032,0.047,0.035,0.017,0.0,0.008,0.057,0.243,0.0,3.837,4.099,5.149,7.179,3.783,22.05.24 - 19:35
1070,0.16000000000000003,0.0045000000000000005,0.019999999999999997,15,41,0.055,0.117,0.216,0.39,0.033,0.016,0.016,0.011,0.008,0.017,0.04,0.103,0.207,0.383,0.017,5.296,6.166,7.362,9.061,4.333,22.05.24 - 19:36
1071,0.15000000000000002,0.0035,0.03,20,-1,0.346,0.367,0.388,0.453,0.333,0.217,0.229,0.243,0.196,0.2,0.129,0.14,0.15,0.263,0.133,6.489,6.808,7.152,8.309,6.117,22.05.24 - 19:37
1072,0.13,0.0045000000000000005,0.024999999999999998,16,38,0.037,0.082,0.174,0.364,0.017,0.024,0.021,0.014,0.01,0.017,0.012,0.061,0.16,0.353,0.0,4.644,5.475,6.709,8.624,3.967,22.05.24 - 19:37
1073,0.17000000000000004,0.004,0.01,16,-1,0.2,0.193,0.226,0.366,0.2,0.2,0.175,0.126,0.094,0.2,0.0,0.025,0.108,0.278,0.0,4.488,4.956,6.096,7.834,4.2,22.05.24 - 19:38
1074,0.15000000000000002,0.005,0.015,22,-1,0.13,0.135,0.142,0.245,0.133,0.124,0.129,0.133,0.108,0.133,0.007,0.007,0.011,0.141,0.0,4.357,4.369,4.599,6.139,4.517,22.05.24 - 19:38
1075,0.15000000000000002,0.004,0.03,17,28,0.003,0.024,0.076,0.246,0.0,0.003,0.022,0.039,0.03,0.0,0.0,0.003,0.04,0.219,0.0,3.75,3.883,4.813,6.826,3.75,22.05.24 - 19:39
1076,0.16000000000000003,0.0045000000000000005,0.01,17,-1,0.183,0.179,0.211,0.355,0.183,0.183,0.162,0.118,0.089,0.183,0.0,0.019,0.097,0.27,0.0,4.31,4.762,5.88,7.663,4.167,22.05.24 - 19:39
1077,0.16000000000000003,0.005,0.03,19,24,0.017,0.031,0.073,0.214,0.017,0.017,0.03,0.052,0.044,0.017,0.0,0.001,0.023,0.173,0.0,3.8,3.862,4.453,6.285,3.8,22.05.24 - 19:40
1078,0.15000000000000002,0.0035,0.01,17,-1,0.258,0.25,0.252,0.386,0.267,0.258,0.243,0.187,0.14,0.267,0.0,0.01,0.074,0.252,0.0,4.25,4.641,5.674,7.508,4.25,22.05.24 - 19:40
1079,0.13,0.005,0.015,15,-1,0.318,0.365,0.459,0.594,0.25,0.0,0.0,0.0,0.0,0.0,0.318,0.365,0.459,0.594,0.25,8.302,8.99,9.927,11.195,7.617,22.05.24 - 19:41
1080,0.13,0.0045000000000000005,0.024999999999999998,19,26,0.019,0.038,0.093,0.253,0.017,0.019,0.033,0.047,0.036,0.017,0.0,0.006,0.051,0.222,0.0,3.869,4.018,5.005,6.921,3.8,22.05.24 - 19:41
1081,0.18000000000000005,0.003,0.03,21,-1,0.229,0.247,0.251,0.325,0.257,0.102,0.118,0.124,0.115,0.1,0.138,0.14,0.138,0.223,0.167,7.428,7.453,7.442,8.218,7.483,22.05.24 - 19:42
1082,0.14,0.005,0.024999999999999998,16,40,0.02,0.075,0.18,0.363,0.0,0.007,0.009,0.006,0.005,0.0,0.013,0.067,0.174,0.359,0.0,4.732,5.587,6.901,8.715,3.983,22.05.24 - 19:42
1083,0.14,0.003,0.015,19,31,0.121,0.126,0.154,0.282,0.15,0.119,0.119,0.13,0.102,0.133,0.002,0.007,0.029,0.186,0.017,3.911,4.06,4.768,6.584,4.067,22.05.24 - 19:43
1084,0.18000000000000005,0.004,0.015,17,28,0.075,0.078,0.109,0.259,0.1,0.073,0.074,0.081,0.062,0.1,0.004,0.009,0.037,0.204,0.0,3.937,4.133,4.884,6.749,3.817,22.05.24 - 19:44
1085,0.17000000000000004,0.0035,0.019999999999999997,21,23,0.018,0.023,0.045,0.159,0.017,0.017,0.022,0.039,0.039,0.017,0.001,0.001,0.009,0.124,0.0,3.889,3.958,4.185,5.658,3.8,22.05.24 - 19:44
1086,0.15000000000000002,0.0035,0.015,18,28,0.056,0.069,0.099,0.252,0.05,0.056,0.067,0.068,0.053,0.05,0.0,0.004,0.036,0.204,0.0,3.9,4.164,4.934,6.799,3.65,22.05.24 - 19:45
1087,0.13,0.003,0.03,17,31,0.024,0.055,0.107,0.276,0.017,0.024,0.049,0.063,0.048,0.017,0.0,0.006,0.048,0.232,0.0,3.827,4.103,5.011,7.038,3.8,22.05.24 - 19:46
1088,0.14,0.0045000000000000005,0.024999999999999998,17,32,0.025,0.065,0.138,0.308,0.017,0.024,0.047,0.048,0.036,0.017,0.001,0.021,0.097,0.276,0.0,3.937,4.516,5.755,7.666,3.733,22.05.24 - 19:46
1089,0.17000000000000004,0.005,0.024999999999999998,19,19,0.033,0.042,0.071,0.21,0.033,0.033,0.041,0.056,0.047,0.033,0.0,0.003,0.021,0.168,0.0,3.683,3.768,4.369,6.19,3.683,22.05.24 - 19:47
1090,0.16000000000000003,0.004,0.015,21,-1,0.2,0.2,0.192,0.279,0.2,0.2,0.2,0.191,0.155,0.2,0.0,0.0,0.003,0.128,0.0,4.3,4.3,4.462,6.002,4.3,22.05.24 - 19:48
1091,0.16000000000000003,0.005,0.015,15,47,0.153,0.232,0.316,0.465,0.09,0.013,0.007,0.004,0.003,0.017,0.148,0.229,0.314,0.463,0.083,6.943,7.784,8.628,10.01,6.45,22.05.24 - 19:48
1092,0.14,0.005,0.019999999999999997,22,58,0.153,0.157,0.184,0.289,0.067,0.074,0.076,0.087,0.072,0.033,0.082,0.086,0.104,0.226,0.033,5.973,6.021,6.387,7.685,5.483,22.05.24 - 19:49
1093,0.18000000000000005,0.004,0.01,16,-1,0.213,0.203,0.221,0.362,0.233,0.213,0.193,0.146,0.109,0.233,0.0,0.014,0.083,0.259,0.0,4.342,4.751,5.796,7.6,4.267,22.05.24 - 19:49
1094,0.15000000000000002,0.0045000000000000005,0.03,19,24,0.017,0.027,0.067,0.218,0.017,0.017,0.027,0.048,0.04,0.017,0.0,0.001,0.022,0.181,0.0,3.733,3.781,4.397,6.322,3.733,22.05.24 - 19:50
1095,0.17000000000000004,0.004,0.01,22,-1,0.289,0.286,0.28,0.337,0.3,0.289,0.286,0.28,0.227,0.3,0.0,0.0,0.001,0.112,0.0,4.433,4.433,4.499,5.86,4.433,22.05.24 - 19:51
1096,0.18000000000000005,0.003,0.015,20,-1,0.3,0.299,0.292,0.353,0.3,0.3,0.299,0.292,0.237,0.3,0.0,0.0,0.0,0.119,0.0,4.317,4.317,4.371,5.847,4.317,22.05.24 - 19:51
1097,0.16000000000000003,0.004,0.03,15,32,0.019,0.052,0.13,0.316,0.017,0.018,0.038,0.036,0.027,0.017,0.001,0.017,0.1,0.294,0.0,4.003,4.62,5.839,7.852,3.8,22.05.24 - 19:52
1098,0.15000000000000002,0.0035,0.03,16,29,0.017,0.043,0.103,0.282,0.017,0.017,0.036,0.049,0.037,0.017,0.0,0.007,0.059,0.249,0.0,3.793,4.105,5.122,7.191,3.767,22.05.24 - 19:52
1099,0.16000000000000003,0.005,0.019999999999999997,15,46,0.078,0.155,0.261,0.424,0.017,0.003,0.002,0.001,0.001,0.0,0.074,0.153,0.26,0.423,0.017,5.818,6.692,7.891,9.458,5.317,22.05.24 - 19:53
1100,0.13,0.0045000000000000005,0.019999999999999997,17,38,0.054,0.106,0.191,0.356,0.033,0.046,0.052,0.037,0.028,0.033,0.012,0.061,0.159,0.332,0.0,4.443,5.435,6.71,8.432,3.933,22.05.24 - 19:53
1101,0.16000000000000003,0.005,0.024999999999999998,19,25,0.039,0.055,0.098,0.239,0.033,0.039,0.053,0.073,0.059,0.033,0.0,0.002,0.03,0.185,0.0,3.767,3.953,4.69,6.516,3.767,22.05.24 - 19:54
1102,0.14,0.003,0.019999999999999997,19,24,0.073,0.087,0.116,0.252,0.05,0.073,0.083,0.095,0.077,0.05,0.0,0.004,0.025,0.179,0.0,4.083,4.151,4.781,6.566,3.883,22.05.24 - 19:55
1103,0.18000000000000005,0.004,0.015,18,-1,0.296,0.283,0.269,0.361,0.283,0.283,0.277,0.258,0.197,0.283,0.012,0.006,0.014,0.168,0.0,4.434,4.377,4.737,6.49,4.3,22.05.24 - 19:55
1104,0.16000000000000003,0.003,0.019999999999999997,20,19,0.062,0.063,0.071,0.192,0.05,0.062,0.063,0.068,0.062,0.05,0.0,0.0,0.003,0.132,0.0,3.968,4.025,4.276,5.917,3.833,22.05.24 - 19:56
1105,0.18000000000000005,0.0035,0.01,15,-1,0.215,0.203,0.242,0.392,0.2,0.198,0.168,0.121,0.091,0.2,0.027,0.049,0.134,0.311,0.0,4.961,5.388,6.511,8.264,4.567,22.05.24 - 19:57
1106,0.17000000000000004,0.003,0.01,18,-1,0.3,0.293,0.282,0.372,0.3,0.3,0.293,0.272,0.208,0.3,0.0,0.0,0.014,0.167,0.0,4.367,4.367,4.753,6.499,4.367,22.05.24 - 19:57
1107,0.15000000000000002,0.003,0.024999999999999998,20,-1,0.31,0.315,0.326,0.401,0.417,0.229,0.226,0.232,0.189,0.283,0.082,0.089,0.096,0.216,0.133,6.13,6.288,6.521,7.763,7.017,22.05.24 - 19:58
1108,0.13,0.004,0.015,16,40,0.121,0.173,0.269,0.424,0.117,0.052,0.04,0.027,0.02,0.05,0.076,0.142,0.248,0.408,0.067,5.919,6.941,7.984,9.474,5.2,22.05.24 - 19:58
1109,0.17000000000000004,0.003,0.015,20,-1,0.3,0.299,0.288,0.352,0.3,0.3,0.299,0.288,0.231,0.3,0.0,0.0,0.001,0.124,0.0,4.283,4.283,4.372,5.892,4.283,22.05.24 - 19:59
1110,0.18000000000000005,0.0045000000000000005,0.03,22,-1,0.206,0.217,0.227,0.305,0.164,0.094,0.104,0.111,0.104,0.083,0.122,0.124,0.129,0.215,0.1,6.739,6.809,6.955,7.854,6.75,22.05.24 - 20:00
1111,0.15000000000000002,0.003,0.03,22,-1,0.315,0.33,0.346,0.405,0.25,0.133,0.135,0.152,0.132,0.067,0.203,0.216,0.216,0.295,0.183,8.53,8.487,8.522,9.157,8.6,22.05.24 - 20:00
1112,0.17000000000000004,0.0045000000000000005,0.01,15,43,0.091,0.157,0.256,0.414,0.09,0.019,0.012,0.008,0.006,0.033,0.078,0.148,0.25,0.41,0.067,5.798,6.822,7.827,9.356,5.4,22.05.24 - 20:00
1113,0.14,0.0035,0.01,18,-1,0.271,0.256,0.245,0.376,0.283,0.271,0.254,0.205,0.154,0.283,0.0,0.003,0.048,0.228,0.0,4.283,4.459,5.37,7.239,4.283,22.05.24 - 20:01
1114,0.15000000000000002,0.005,0.019999999999999997,17,36,0.049,0.096,0.17,0.33,0.033,0.041,0.056,0.048,0.036,0.017,0.008,0.046,0.128,0.299,0.017,4.037,4.847,6.193,7.982,3.85,22.05.24 - 20:02
1115,0.18000000000000005,0.005,0.015,19,-1,0.283,0.282,0.269,0.354,0.283,0.283,0.282,0.262,0.2,0.283,0.0,0.0,0.009,0.157,0.0,4.45,4.45,4.789,6.457,4.45,22.05.24 - 20:02
1116,0.14,0.004,0.01,21,-1,0.253,0.239,0.227,0.326,0.267,0.253,0.238,0.221,0.171,0.267,0.0,0.001,0.01,0.16,0.0,4.321,4.331,4.676,6.421,4.333,22.05.24 - 20:03
1117,0.14,0.0035,0.019999999999999997,21,-1,0.145,0.16,0.186,0.29,0.25,0.067,0.078,0.091,0.077,0.1,0.081,0.085,0.103,0.221,0.15,5.853,6.052,6.403,7.663,7.083,22.05.24 - 20:04
1118,0.15000000000000002,0.003,0.015,16,30,0.106,0.113,0.166,0.327,0.074,0.093,0.091,0.08,0.06,0.067,0.019,0.031,0.096,0.275,0.017,4.259,4.924,6.029,7.843,3.867,22.05.24 - 20:04
1119,0.18000000000000005,0.005,0.01,22,-1,0.294,0.282,0.269,0.324,0.3,0.294,0.282,0.269,0.218,0.3,0.0,0.0,0.0,0.109,0.0,4.267,4.267,4.304,5.7,4.267,22.05.24 - 20:05
1120,0.16000000000000003,0.005,0.01,20,-1,0.299,0.285,0.268,0.362,0.3,0.299,0.285,0.254,0.194,0.3,0.0,0.0,0.018,0.172,0.0,4.283,4.283,4.731,6.481,4.283,22.05.24 - 20:05
1121,0.15000000000000002,0.003,0.01,22,-1,0.287,0.285,0.275,0.34,0.3,0.287,0.285,0.275,0.223,0.3,0.0,0.0,0.001,0.12,0.0,4.4,4.4,4.466,5.946,4.4,22.05.24 - 20:06
1122,0.15000000000000002,0.003,0.019999999999999997,18,25,0.061,0.078,0.113,0.26,0.05,0.061,0.077,0.085,0.069,0.05,0.0,0.001,0.033,0.196,0.0,3.842,4.041,4.739,6.64,3.733,22.05.24 - 20:06
1123,0.17000000000000004,0.003,0.019999999999999997,17,23,0.066,0.081,0.109,0.257,0.05,0.066,0.079,0.086,0.07,0.05,0.0,0.002,0.028,0.192,0.0,3.908,4.087,4.78,6.671,3.783,22.05.24 - 20:07
1124,0.15000000000000002,0.0035,0.01,21,-1,0.283,0.273,0.257,0.336,0.283,0.283,0.273,0.255,0.201,0.283,0.0,0.0,0.004,0.139,0.0,4.367,4.354,4.551,6.155,4.367,22.05.24 - 20:08
1125,0.13,0.005,0.03,19,29,0.013,0.026,0.081,0.248,0.0,0.013,0.023,0.041,0.031,0.0,0.0,0.003,0.045,0.221,0.0,3.767,3.994,4.927,6.889,3.767,22.05.24 - 20:08
1126,0.17000000000000004,0.004,0.03,18,27,0.022,0.048,0.083,0.221,0.017,0.022,0.048,0.065,0.055,0.017,0.0,0.001,0.021,0.17,0.0,3.8,3.858,4.421,6.244,3.8,22.05.24 - 20:09
1127,0.14,0.003,0.024999999999999998,17,31,0.05,0.071,0.12,0.279,0.033,0.05,0.064,0.076,0.058,0.033,0.0,0.007,0.049,0.226,0.0,3.793,4.104,5.067,7.012,3.767,22.05.24 - 20:09
1128,0.16000000000000003,0.005,0.01,17,-1,0.158,0.144,0.199,0.346,0.167,0.153,0.109,0.076,0.057,0.167,0.012,0.041,0.128,0.292,0.0,4.846,5.233,6.323,8.005,4.533,22.05.24 - 20:10
1129,0.15000000000000002,0.003,0.01,21,-1,0.283,0.278,0.266,0.341,0.283,0.283,0.278,0.264,0.211,0.283,0.0,0.0,0.002,0.133,0.0,4.4,4.392,4.544,6.116,4.4,22.05.24 - 20:11
1130,0.17000000000000004,0.0045000000000000005,0.019999999999999997,17,28,0.053,0.083,0.129,0.28,0.05,0.05,0.068,0.074,0.056,0.05,0.008,0.022,0.066,0.233,0.0,3.896,4.385,5.435,7.219,3.95,22.05.24 - 20:11
1131,0.13,0.004,0.019999999999999997,21,-1,0.241,0.264,0.279,0.378,0.197,0.11,0.115,0.119,0.094,0.1,0.15,0.167,0.18,0.301,0.117,7.164,7.364,7.623,8.768,6.65,22.05.24 - 20:12
1132,0.14,0.004,0.03,17,31,0.031,0.049,0.106,0.276,0.017,0.031,0.045,0.056,0.042,0.017,0.0,0.005,0.056,0.239,0.0,3.787,4.082,5.147,7.138,3.733,22.05.24 - 20:12
1133,0.18000000000000005,0.004,0.019999999999999997,19,28,0.109,0.113,0.134,0.247,0.1,0.109,0.113,0.123,0.102,0.1,0.0,0.0,0.012,0.149,0.0,4.044,4.03,4.426,6.108,3.717,22.05.24 - 20:13
1134,0.13,0.004,0.015,22,32,0.029,0.052,0.092,0.221,0.033,0.026,0.041,0.067,0.056,0.033,0.004,0.012,0.027,0.169,0.0,4.048,4.146,4.727,6.374,4.617,22.05.24 - 20:14
1135,0.17000000000000004,0.0035,0.015,19,-1,0.283,0.283,0.273,0.354,0.283,0.283,0.283,0.271,0.211,0.283,0.0,0.0,0.004,0.147,0.0,4.317,4.317,4.554,6.235,4.317,22.05.24 - 20:14
1136,0.16000000000000003,0.0045000000000000005,0.019999999999999997,17,30,0.051,0.086,0.137,0.292,0.033,0.05,0.067,0.066,0.049,0.033,0.001,0.022,0.079,0.248,0.0,3.944,4.489,5.557,7.376,3.933,22.05.24 - 20:15
1137,0.18000000000000005,0.004,0.03,21,-1,0.259,0.275,0.291,0.36,0.387,0.104,0.121,0.133,0.12,0.183,0.164,0.169,0.173,0.256,0.233,7.573,7.708,7.823,8.588,8.633,22.05.24 - 20:15
1138,0.13,0.003,0.03,21,-1,0.454,0.463,0.466,0.524,0.354,0.144,0.148,0.154,0.128,0.1,0.333,0.34,0.342,0.423,0.283,10.228,10.144,10.029,10.571,9.683,22.05.24 - 20:16
1139,0.17000000000000004,0.003,0.03,22,58,0.203,0.236,0.246,0.319,0.167,0.097,0.122,0.126,0.117,0.083,0.113,0.124,0.13,0.213,0.083,7.196,7.337,7.311,8.091,6.667,22.05.24 - 20:16
1140,0.13,0.003,0.03,19,28,0.022,0.046,0.082,0.231,0.017,0.022,0.046,0.063,0.052,0.017,0.0,0.001,0.021,0.182,0.0,3.75,3.824,4.381,6.318,3.75,22.05.24 - 20:17
1141,0.17000000000000004,0.0035,0.03,16,30,0.022,0.054,0.103,0.262,0.017,0.022,0.049,0.064,0.049,0.017,0.0,0.006,0.044,0.217,0.0,3.82,3.998,4.859,6.833,3.767,22.05.24 - 20:18
